question,model_answer,context
"When cutting a cucumber, what tool should be used?",A sharp knife or a slicer.,"[""Don't cut the cucumber all the way to the bottom.\nLay it on top of the chopsticks.\nBalancing the cucumber on the chopsticks while cutting is difficult, so place one on the opposite side of cucumber and slice.\nFlip the cucumbers and cut the same way as before, but this time place the chopstick in front of you.\nSince the cut side is on the bottom, cutting with one hand is difficult.\nIf you're worried, put the chopstick on either side of the cucumber and cut down as if you're cutting the chopstick."", 'Bring vinegar and sugar to a boil in a small nonreactive saucepan, stirring until sugar has dissolved.\nRemove from heat and stir in garlic, red-pepper flakes, and 1/4 teaspoon salt.\nCool to room temperature\nUsing slicer, cut cucumber lengthwise into long julienne strips, slicing until you reach core, then rotate cucumber a quarter turn and continue slicing and rotating until left with nothing but core.\nDiscard core and pat cucumber strips dry.\nCut through crab shells with kitchen shears.', 'To roll-cut cucumbers, with sharp knife, cut off a 1/2-inch-thick diagonal slice from trimmed end of one cucumber.\nRoll the cucumber a quarter turn toward you, then cut off another 1/2-inch-thick diagonal slice.\nContinue rolling and slicing until you reach the end.\nRepeat to roll-cut remaining cucumbers.\nCut green onions into 1-inch lengths.\nSet vegetables aside.\nShell and devein shrimp, leaving last tail segment attached, if desired.\nRinse shrimp and pat dry.\nSet aside.']"
"When peeling a cucumber, what tool should be used?",A swivel vegetable peeler.,"['Using a swivel vegetable peeler, remove the skin from a large, straight cucumber.\nThen cut long, thin strips of flesh using the same peeler, like flat noodles.\nMix in a bowl with seasoning and a light sprinkling of rice wine vinegar.', ""You want to peel or not to peel a cucumber, up to you.\n( I prefer peeling) Cut in long half and then slice it all.\nYou can cut in small pieces, in flower or any sharp.\nIt a good fun when you create it :D\nPut an oil in a pan in middium heat.\nThen finely chop garlic put in the pan, stir it until it yellow and then add eggs.\nTip, don't stir it until it half cook.\nAdd soya sauce, then add cucumber.\nAdd water, then stir it until cucumber soft.\nBut don't leave it for too it might be too soft."", 'Into a small mixing bowl, pour 2 Tablespoons white vinegar.\nAdd 2 Tablespoons sugar, 1/2 Cup water, and a pinch of white pepper.\nWhisk these together until the sugar dissolves.\nSet aside while preparing cucumbers.\nWash cucumbers.\nIf using English cucumbers, there is no need to peel the skin off.\nIf using home grown or regular seeded cucumbers, I recommend peeling the tough outer skin.\nSlice cucumbers lengthwise down the middle.\nScoop out seeds if using the seeded variety.']"
Is a Core an anatomical part of a kiwi?,"No, a core is not mentioned as an anatomical part of a kiwi in the provided context.","[""One kiwi will be halved (see Step 5) for the kappa's head and body.\nThe other kiwi cut into four pieces for the arms and legs (chop any leftovers).\nCut the apricot in half and put it face up on the plate.\nUse the kiwi skin to make eyes and hair.\nI used kitchen scissors for this.\nConnect the kappa's head and body using a toothpick and place it in a bowl.\nAdd the arms and legs and attach them with a toothpick if necessary.\nThe kappa is now done.\nNote: I made a nose using kiwi seeds."", 'Choose two just-ripe kiwis.', 'Note: If you dont like kiwis, add your favorite fruit on top.']"
Is a Shell an anatomical part of a kiwi?,"No, a kiwi has skin, not a shell.","['Shell and de-vein prawns.', ""One kiwi will be halved (see Step 5) for the kappa's head and body.\nThe other kiwi cut into four pieces for the arms and legs (chop any leftovers).\nCut the apricot in half and put it face up on the plate.\nUse the kiwi skin to make eyes and hair.\nI used kitchen scissors for this.\nConnect the kappa's head and body using a toothpick and place it in a bowl.\nAdd the arms and legs and attach them with a toothpick if necessary.\nThe kappa is now done.\nNote: I made a nose using kiwi seeds."", 'Choose two just-ripe kiwis.']"
Is a Peel an anatomical part of a kiwi?,Yes.,"['Peel two just-ripe kiwis for each person.', 'Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.', 'Scoop kiwi flesh out of the peel and add it into a blender.\nAdd the rest of the ingredients and blend it well.\nRun this through a strainer.\nPour it into a glass and serve.']"
"What is the edibility of a kiwi's Peel - can it be eaten, should it be avoided or must it be avoided?","The edibility of a kiwi's peel is that it can be eaten, but it's often avoided due to its fuzzy texture. It's not necessarily toxic, but it's usually removed for texture and aesthetic reasons.","['Peel two just-ripe kiwis for each person.', 'Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.', ""If you have an egg slicer,us this to slice your berries thinly, otherwise, use a knife to slice into very thin slices.\nWash kiwfruit and pat dry.\nUsing a very sharp knife, slice kiwi thinly- leaving the skin ON.\nLay each slice of kiwi flat and use the knife point to cut a slit in the ring of skin left on each slice.\nThe remaining skin should easily peel off (if it is stubborn, just trace along the outer edge of the slice with your knife)- you'll end up with nice even slices of kiwi.""]"
Is a Stem an anatomical part of a kiwi?,No.,"[""One kiwi will be halved (see Step 5) for the kappa's head and body.\nThe other kiwi cut into four pieces for the arms and legs (chop any leftovers).\nCut the apricot in half and put it face up on the plate.\nUse the kiwi skin to make eyes and hair.\nI used kitchen scissors for this.\nConnect the kappa's head and body using a toothpick and place it in a bowl.\nAdd the arms and legs and attach them with a toothpick if necessary.\nThe kappa is now done.\nNote: I made a nose using kiwi seeds."", 'Choose two just-ripe kiwis.', ""Connect the head and body with a toothpick.\nWhen making this one I only had one kiwi so the arms are banana.\nHere he is, sunbathing.\nDive made a super cute kappa.\nBerii brought me a kappa who is good at swimming.\nKirinnosenaka made a child's birthday cake.""]"
"When cutting a kiwi, what tool should be used?",A knife.,"['Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.', ""Somehow I do not think these are exactly what you're looking for.\nBut these are good recipes, so I'm taking the opportunity to post them anyway.\nThese\nCut a banana in half lengthwise.\nPlace one banana, cut side up, on your work surface, and on it position 3 to 5 of the kiwi slices (or possibly as many as will fit without overlapping the slices).\nTop with the other banana half.\nHolding the banana firmly, cut it in half crosswise.\nRepeat with the remaining banana and kiwi."", ""If you have an egg slicer,us this to slice your berries thinly, otherwise, use a knife to slice into very thin slices.\nWash kiwfruit and pat dry.\nUsing a very sharp knife, slice kiwi thinly- leaving the skin ON.\nLay each slice of kiwi flat and use the knife point to cut a slit in the ring of skin left on each slice.\nThe remaining skin should easily peel off (if it is stubborn, just trace along the outer edge of the slice with your knife)- you'll end up with nice even slices of kiwi.""]"
"When peeling a kiwi, what tool should be used?",A small spoon.,"['Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.', 'Scoop kiwi flesh out of the peel and add it into a blender.\nAdd the rest of the ingredients and blend it well.\nRun this through a strainer.\nPour it into a glass and serve.', 'Peel two just-ripe kiwis for each person.']"
Is a Core an anatomical part of a kumquat?,"No, a core is not explicitly mentioned as an anatomical part of a kumquat in the provided context.","[""This is kagami-mochi, kind of.\n(Kagami mochi is a New Year's decoration.)\nThis is just the right size to top with a kumquat."", 'This recipe yields 6 c..\nComments: Kumquats, that look like tiny oval or possibly round oranges, have sweet, edible golden brown-orange rinds and rather dry, tart flesh - both skin and flesh can be eaten.\nUnlike most preserves, confiture has a limited shelf life.\nIt can only be stored covered in the refrigerator for two weeks.\nYield: 6 c.', 'Gently brush onto the kumquats.\nCut into triangles and serve or chill up to 1 hour.']"
Is a Shell an anatomical part of a kumquat?,No.,"['Shell and de-vein prawns.', '(Tart shells may be substituted for the baked pie shell).', 'Be careful to not to eat any pieces of shell!']"
Is a Peel an anatomical part of a kumquat?,Yes.,"[""The peel will be glossy and radiant.\n(If you simmer until the kumquats have almost completely disintegrated, it becomes jam.)\nStoring options: Pack them in jars and store in the refrigerator.\nSeefor instructions.\nStoring options: Pack in to ziplock bags and freezer.\nLet it defrost naturally in the refrigerator before using.\nBonus Kumquats are packed with vitamin C, so it's said that they help to prevent colds, recover from fatigue, and clear your complexion.\nIt's something we should eat more."", 'Take the stem ends off the kumquats, and wash each one carefully.\nPut the kumquats in a sauce pan or medium-sized pot with lots of water.\nSome time after the water comes to a boil, the skins will start to split.\nDrain the kumquats and wash in lots of water.\nStrain in a colander.\nRemove the insides of the fruit from the peel, and finely julienne the peel.\nYour knife will slip easily so be careful!\nRemove the seeds from the insides, and finely chop up the rest (the seeds are not used).', 'Place kumquat peels in a sauce pan and cover with water; bring to a boil, drain.\nCover with water and boil again.\nMix sugar and 1/4 cup water in a separate sauce pan and bring to a boil; add peels, lower heat to medium-low, and cook at a simmer for 10 minutes.\nTransfer peels to waxed paper and allow to dry, 8 hours or overnight.']"
"What is the edibility of a kumquat's Peel - can it be eaten, should it be avoided or must it be avoided?",The kumquat's peel can be eaten.,"[""The peel will be glossy and radiant.\n(If you simmer until the kumquats have almost completely disintegrated, it becomes jam.)\nStoring options: Pack them in jars and store in the refrigerator.\nSeefor instructions.\nStoring options: Pack in to ziplock bags and freezer.\nLet it defrost naturally in the refrigerator before using.\nBonus Kumquats are packed with vitamin C, so it's said that they help to prevent colds, recover from fatigue, and clear your complexion.\nIt's something we should eat more."", 'Place kumquat peels in a sauce pan and cover with water; bring to a boil, drain.\nCover with water and boil again.\nMix sugar and 1/4 cup water in a separate sauce pan and bring to a boil; add peels, lower heat to medium-low, and cook at a simmer for 10 minutes.\nTransfer peels to waxed paper and allow to dry, 8 hours or overnight.', 'Take the stem ends off the kumquats, and wash each one carefully.\nPut the kumquats in a sauce pan or medium-sized pot with lots of water.\nSome time after the water comes to a boil, the skins will start to split.\nDrain the kumquats and wash in lots of water.\nStrain in a colander.\nRemove the insides of the fruit from the peel, and finely julienne the peel.\nYour knife will slip easily so be careful!\nRemove the seeds from the insides, and finely chop up the rest (the seeds are not used).']"
Is a Stem an anatomical part of a kumquat?,Yes.,"['Take the stem ends off the kumquats, and wash each one carefully.\nPut the kumquats in a sauce pan or medium-sized pot with lots of water.\nSome time after the water comes to a boil, the skins will start to split.\nDrain the kumquats and wash in lots of water.\nStrain in a colander.\nRemove the insides of the fruit from the peel, and finely julienne the peel.\nYour knife will slip easily so be careful!\nRemove the seeds from the insides, and finely chop up the rest (the seeds are not used).', ""This is kagami-mochi, kind of.\n(Kagami mochi is a New Year's decoration.)\nThis is just the right size to top with a kumquat."", 'With a sterilized sewing needle, make about 6 punctures in the skin of each kumquat; place in glass bowl; cover with 2 quarts water and 2 tsps salt; cover bowl and set aside for 12-24 hours; drain.']"
"When cutting a kumquat, what tool should be used?",A knife.,"['Take the stem ends off the kumquats, and wash each one carefully.\nPut the kumquats in a sauce pan or medium-sized pot with lots of water.\nSome time after the water comes to a boil, the skins will start to split.\nDrain the kumquats and wash in lots of water.\nStrain in a colander.\nRemove the insides of the fruit from the peel, and finely julienne the peel.\nYour knife will slip easily so be careful!\nRemove the seeds from the insides, and finely chop up the rest (the seeds are not used).', 'Gently brush onto the kumquats.\nCut into triangles and serve or chill up to 1 hour.', 'Cut ends off kumquats, then cut into 1/4-inch-thick rounds, removing seeds.\nPlace kumquat slices in medium saucepan; pour enough cold water over to cover by 2 inches.\nBring to boil over medium-high heat.\nImmediately remove from heat; strain.\nReturn kumquat slices to pan; repeat blanching 2 more times.\nTransfer kumquat slices to medium bowl.\nCombine 2 cups sugar and 1 cup water in same saucepan.\nScrape in seeds from vanilla bean; add bean.']"
"When peeling a kumquat, what tool should be used?",Your fingers. Kumquats are typically peeled by hand.,"['Place kumquat peels in a sauce pan and cover with water; bring to a boil, drain.\nCover with water and boil again.\nMix sugar and 1/4 cup water in a separate sauce pan and bring to a boil; add peels, lower heat to medium-low, and cook at a simmer for 10 minutes.\nTransfer peels to waxed paper and allow to dry, 8 hours or overnight.', 'Take the stem ends off the kumquats, and wash each one carefully.\nPut the kumquats in a sauce pan or medium-sized pot with lots of water.\nSome time after the water comes to a boil, the skins will start to split.\nDrain the kumquats and wash in lots of water.\nStrain in a colander.\nRemove the insides of the fruit from the peel, and finely julienne the peel.\nYour knife will slip easily so be careful!\nRemove the seeds from the insides, and finely chop up the rest (the seeds are not used).', ""Wash the kumquats well and take off the stem ends.\nWeigh the kumquats at this point.\nBased on that number, weigh the sugar and water out too.\nCut the kumquats in half, and take out any seeds.\nPut the kumquats, sugar and water in a pan, and start cooking over high heat.\nWhen it comes to a boil turn the heat down to low.\nSimmer while skimming off the scum and stirring occasionally.\nWhen the liquid has reduced to the stage you like, it's done!\nThe peel will be glossy and radiant.""]"
Is a Core an anatomical part of a lemon?,"No, a core is not typically considered an anatomical part of a lemon, as lemons do not have a central core like some other fruits (e.g. apples). The context provided refers to the peel, pith, and pulp of a lemon, but not a core.","['You may not need whole lemon, depends on your taste.', 'Serve with the lemon.', 'Confit: Cut a slice off the top and bottom of each lemon to expose the flesh.\nCutting from top to bottom and following the contours of the fruit, cut off the peel and white pith in 1-inch-wide strips.\nScrape off any pulp adhering to the strips, but leave the pith intact.\nYou should have several 1-inch wide strips of lemon peel and pith.\nCut each one into long strips, about 1/4-inch by 3 inches each.\nMeanwhile, boil a kettleful of water.']"
Is a Shell an anatomical part of a lemon?,No.,"['Loosen the backbone and ribs from the flesh and lift, taking out the tail with the bones.\nRemove any stray bones with tweezers and cut the fillet in half lengthwise.\nRepeat with the remaining fish.\nLay the lemon on its side and cut a slice off the top and bottom of the fruit, then stand it on a flat end.\nUsing a sharp knife and following the curve of the fruit, slice down the sides of the lemon, removing all the peel and pith to reveal the fruit.', 'Serve with the lemon.', 'You may not need whole lemon, depends on your taste.']"
Is a Peel an anatomical part of a lemon?,Yes.,"['Use the skin only, discarding the flesh.\nIn a small saucepan, cover the lemon peel with cold water, bring to a boil over high heat, and boil 30 seconds.\nDrain and rinse in cold water.\nCut into desired size.', ""If you add some lemon juice (2 lemons worth, not listed) at this time, the peel will become very lemony.\nThey'll become shiny and translucent.\nLine the peel on a sheet of kitchen parchment paper and leave them to dry.\nOptionally dust with more granulated sugar (not included in the ingredient list) and they are done.\nYou can also dry them out for 20 minutes or so at 140C in the oven.\nThe peel will be plump and thick."", ""Sometimes the lemons have seeds in them.\nCut through the lemons' seeds with a very sharp knife as you slice.\n(Italians are used to eating fruit with seeds in it; the seeds can be scraped out by the eater later.)\nSpread the sliced oranges on a platter with low sides and then place the sliced lemons on them in a neat pattern.\nPour on the juices that resulted from the peeling and slicing.""]"
"What is the edibility of a lemon's Peel - can it be eaten, should it be avoided or must it be avoided?","The edibility of a lemon's peel is that it can be eaten, but it's recommended to use organic, pesticide-free, unwaxed lemons to avoid potential contamination.","[""If you add some lemon juice (2 lemons worth, not listed) at this time, the peel will become very lemony.\nThey'll become shiny and translucent.\nLine the peel on a sheet of kitchen parchment paper and leave them to dry.\nOptionally dust with more granulated sugar (not included in the ingredient list) and they are done.\nYou can also dry them out for 20 minutes or so at 140C in the oven.\nThe peel will be plump and thick."", ""Since the peel is preserved too, it's best to use organic, pesticide-free, unwaxed lemons.\nWash the lemons well, and cut up in any way you like.\nStuff the lemons in a jar with a lid.\nAdd the amount of salt and sugar appropriate for the number of lemons you are preserving.\nClose the lid and leave the jar out at room temperature.\nA metal lid will become corroded by the salt, so put a piece of plastic wrap over the jar before closing the lid."", 'Make incisions in lemon peel at 1-inch intervals ?\ndo not cut into flesh.\nPlace lemons in heavily salted water, to cover, in stainless pot and bring to a boil.\nReduce heat and simmer until peel is soft.\nDrain and save cooking liquid.\nPut blanched lemons into canning jars or ceramic containers.\nCover with cooling liquid and lemon juice, if necessary.\nTo each 2 quart (or larger) jar add cinnamon sticks, coriander seed, black peppercorns, cloves and bay leaves.']"
Is a Stem an anatomical part of a lemon?,No.,"['When you squeeze lemons over the wedges of Dutch Baby, strain though a sieve to catch any seeds and pulp', 'Serve with the lemon wedges.', 'Serve with the lemon wedges.']"
"When cutting a lemon, what tool should be used?",A serrated knife.,"[""Using your sharpest knife (a serrated knife is ideal), trim each lemon to remove the stem end and tip.\nSlice each lemon crosswise, as thinly as you can possibly do it, into paper-thin circles.\nIf you can drape them over the knife blade like the watches in Salvador Dali's surrealistic paintings, you're on the right track.\nScoop up as much of the escaping lemon juices as you work, and add them to the bowl of sliced lemons."", 'Let stand a few hours before cutting.\nOther variations are butterscotch, chocolate or pumpkin pudding in place of the lemon.', 'Make incisions in lemon peel at 1-inch intervals ?\ndo not cut into flesh.\nPlace lemons in heavily salted water, to cover, in stainless pot and bring to a boil.\nReduce heat and simmer until peel is soft.\nDrain and save cooking liquid.\nPut blanched lemons into canning jars or ceramic containers.\nCover with cooling liquid and lemon juice, if necessary.\nTo each 2 quart (or larger) jar add cinnamon sticks, coriander seed, black peppercorns, cloves and bay leaves.']"
"When peeling a lemon, what tool should be used?",A knife or peeler should be used to peel a lemon.,"['Use the skin only, discarding the flesh.\nIn a small saucepan, cover the lemon peel with cold water, bring to a boil over high heat, and boil 30 seconds.\nDrain and rinse in cold water.\nCut into desired size.', 'Make incisions in lemon peel at 1-inch intervals ?\ndo not cut into flesh.\nPlace lemons in heavily salted water, to cover, in stainless pot and bring to a boil.\nReduce heat and simmer until peel is soft.\nDrain and save cooking liquid.\nPut blanched lemons into canning jars or ceramic containers.\nCover with cooling liquid and lemon juice, if necessary.\nTo each 2 quart (or larger) jar add cinnamon sticks, coriander seed, black peppercorns, cloves and bay leaves.', ""Since the peel is preserved too, it's best to use organic, pesticide-free, unwaxed lemons.\nWash the lemons well, and cut up in any way you like.\nStuff the lemons in a jar with a lid.\nAdd the amount of salt and sugar appropriate for the number of lemons you are preserving.\nClose the lid and leave the jar out at room temperature.\nA metal lid will become corroded by the salt, so put a piece of plastic wrap over the jar before closing the lid.""]"
Is a Core an anatomical part of a lime?,"No, a core is not typically considered an anatomical part of a lime. Limes are usually segmented into wedges or halves, but they do not have a core like an apple.","['The lime camouflages the tomato and avocado enough so that my children will eat these healthy vegetables.', 'Blend together, serve with a slice of lime', 'Cut the stems off cilrantro and cut the lime in half.\nIn a Food processor or blender combine (10oz) Tomatoes and green chilies,Piece of garlic clove,Cilranto with out the stems and salt also add prefered vegetables if youd like.\nSqueeze the juice of one half lime into the food processor.\nBlend or Process for as short or as long as you would like depending on how chunky you would like it.']"
Is a Shell an anatomical part of a lime?,"No. (A shell is typically associated with a nut or a mollusk, not a lime, which is a type of citrus fruit.)","['Shell and de-vein prawns.', 'Be careful to not to eat any pieces of shell!', 'The lime camouflages the tomato and avocado enough so that my children will eat these healthy vegetables.']"
Is a Peel an anatomical part of a lime?,Yes.,"['Wash limes in a sinkful of warm water, scrubbing with your hands or a vegetable brush, and let them dry them on a dish towel.\nPeel them with a vegetable peeler, removing as little of the underlying white pith as possible.\nTo begin each, its helpful to cut the polar ends off, where the stem attaches and opposite.\nThis should produce about 140 grams of peels.\nCut limes in half and juice them.\nThis should produce about 2 1/2 cups of juice.', 'Cut lime in half.\nJuice half of the peel into a bowl.\nStir in peel, mayonnaise, remaining seasoning, and honey.\nCut remaining lime half in wedges.\nServe fritters with romaine, mayonnaise, and lime wedges.', 'Blend together, serve with a slice of lime']"
"What is the edibility of a lime's Peel - can it be eaten, should it be avoided or must it be avoided?",The peel is edible.,"['Eat by biting into the lime.\nStore in an airtight container lined with parchment paper in a cool, dry place for up to 2 months.', 'Tips: The peel is edible This also works very well with limes You could preserve oranges like this too -- but there are not so many recipes which use them You must use sea salt not table salt -- table salt is too chemical and harsh\nUses: For seasoning rice and couscous -- it works like salt and makes the rice and couscous lemon scented Put chicken/fish into a foil bag and bake with the lemon salt Use to season stews and soups', 'Place lime peels in a small mesh sieve; set over pot to submerge peels; boil 2 minutes.\nRemove sieve and run peels under cold water.\nRepeat boiling and cooling process with fresh water.\nRefill same pot with 1/3 cup fresh water and 1/3 cup sugar; bring to a boil.\nPlace sieve over pot so peels are submerged; reduce heat to medium and simmer 5 minutes.\nPat peels dry with a paper towel; in a bowl, toss with remaining 2 teaspoons sugar to coat.\nTop trifles with candied peels; serve.']"
Is a Stem an anatomical part of a lime?,No.,"['Lime wedges can be served on the side and the juice squeezed over the rice and chicken for added flavor.', 'Cut the remaining lime into wedges to serve on the side.', 'The lime camouflages the tomato and avocado enough so that my children will eat these healthy vegetables.']"
"When cutting a lime, what tool should be used?",A knife.,"['Mix it all up, squeeze in the cut lime, and drop it in with a few ice cubes.', 'Wash limes thoroughly.\nCut off the ends and slice into eight wedges.\nPlace limes in a blender with the sugar, sweetened condensed milk, water, and ice.\nBlend in an electric blender, pulsing 5 times.\nStrain through a fine mesh strainer to remove rinds.\nServe over ice.', 'Wash limes thoroughly.\nCut off the ends and slice into eight wedges.\nPlace limes in a blender with the sugar, sweetened condensed milk, water, and ice.\nBlend in an electric blender, pulsing 5 times.\nStrain through a fine mesh strainer to remove rinds.\nServe over ice.']"
"When peeling a lime, what tool should be used?",A vegetable peeler.,"['Wash limes in a sinkful of warm water, scrubbing with your hands or a vegetable brush, and let them dry them on a dish towel.\nPeel them with a vegetable peeler, removing as little of the underlying white pith as possible.\nTo begin each, its helpful to cut the polar ends off, where the stem attaches and opposite.\nThis should produce about 140 grams of peels.\nCut limes in half and juice them.\nThis should produce about 2 1/2 cups of juice.', 'Place lime peels in a small mesh sieve; set over pot to submerge peels; boil 2 minutes.\nRemove sieve and run peels under cold water.\nRepeat boiling and cooling process with fresh water.\nRefill same pot with 1/3 cup fresh water and 1/3 cup sugar; bring to a boil.\nPlace sieve over pot so peels are submerged; reduce heat to medium and simmer 5 minutes.\nPat peels dry with a paper towel; in a bowl, toss with remaining 2 teaspoons sugar to coat.\nTop trifles with candied peels; serve.', 'Remove peel from the limes in strips using a vegetable peeler.\nJuice limes for a total of 3 tablespoons of juice.\nBring the water to a boil in a small saucepan.\nReduce to medium-high heat, and add lime peel strips, sugar, and 5 mint leaves.\nStir mixture until sugar dissolves.\nSimmer for 3 minutes over medium-low heat, or until a syrup has formed.\nPour syrup into a small bowl and stir in lime juice.\nLet syrup mixture stand for 15-20 minutes.']"
Is a Core an anatomical part of an olive?,"No, a core is not typically considered an anatomical part of an olive, as olives are typically pitted, meaning the stone or pit is removed.","['If desired, diced olives could also be added.', 'Scatter olives and parsley leaves on top.', ""I think the olives are optional, mostly because I don't like them and I find people around here don't like them either.""]"
"What is the edibility of an olive's Core - can it be eaten, should it be avoided or must it be avoided?",The core (pit) of an olive should be avoided as it is bitter and can be unpleasant to eat.,"['Add salt to taste.\nThe amount will depend on the saltiness of the olives.', ""I think the olives are optional, mostly because I don't like them and I find people around here don't like them either."", 'Toss gently to coat.\nSprinkle with the Parmesan and salt.\nToss gently.\nCover and refrigerate for 15 minutes to 4 hours before serving.\nExtra-virgin olive oil is considered to be the fruitiest of all olive oils.\nIt is available in a variety of shades from crystalline to bright green.\nFor a more intense olive flavor, choose an oil that is deeper in color.\n(Per serving)\nCalories: 67\nTotal fat: 2.0g\nSaturated: 0.5g\nTrans: 0.0g\nPolyunsaturated: 0.0g\nMonounsaturated: 1.0g\nCholesterol: 1mg']"
Is a Shell an anatomical part of an olive?,No.,"['Decorate with sliced stuffed olives, if desired.', 'Be careful to not to eat any pieces of shell!', 'You can also make this in a regular pie shell.']"
Is a Peel an anatomical part of an olive?,"No, a peel is not typically considered an anatomical part of an olive. Olives are typically referred to as having a pit (stone) and flesh, but not a peel.","['Scatter olives and parsley leaves on top.', 'If desired, diced olives could also be added.', ""I think the olives are optional, mostly because I don't like them and I find people around here don't like them either.""]"
Is a Stem an anatomical part of an olive?,No.,"['If desired, diced olives could also be added.', ""I think the olives are optional, mostly because I don't like them and I find people around here don't like them either."", 'Scatter olives and parsley leaves on top.']"
"When cutting an olive, what tool should be used?",A large heavy knife.,"['Use nicoise olives if you can find them, but any briny black olive will do (large ones can be coarsely chopped, if you like).', 'Chop two-thirds of the olives coarsely, and chop the remaining third finely.\nUsing a mortar and pestle, pound the garlic, anchovy, and half the capers to a paste.\nStir in the olives, remaining capers, parsley, and olive oil.\nSeason with a squeeze of lemon, to taste.', 'In a colander rinse olives.\nWorking with several olives at a time and using flat side of a large heavy knife, press olives to crush them, and remove pits.\nIn a food processor pulse olives with oil until coarsely chopped.\nTapenade may be made up to this point 3 days ahead and chilled in an airtight container.\nChop parsley and stir into tapenade.']"
Is a Core an anatomical part of an orange?,"No, a core is not typically considered an anatomical part of an orange, as oranges are segmented and do not have a central core like apples do. The text actually refers to the result of cutting an orange as a ""skeleton"" of the orange, implying the remains after the sections are removed, but not a core.","['Over a small bowl, supreme the blood oranges: Start by removing the top and bottom of the oranges, then place one of the flat ends of the orange on your cutting board and cut the skin off the outside while preserving the round shape.\nBe sure to remove all of the white pith.\nPick the orange up and cut each section out of the orange in between the membranes.\nYou will have lovely tender sections of the orange without any of the white membranes.\nYou will be left with a ""skeleton"" of the orange.', 'Although not a guarantee, it is usually an indication which the flesh will be deep orange and sweet.', 'Cut the top and bottom off of each orange.\nStand the orange on 1 end on a cutting board and, following the curve of the fruit, cut away the skin and pith of the orange.\nCut each orange section out of its pith.\nIn a medium bowl toss together the orange sections, onion, radishes, and mint leaves.\nDrizzle with oil and season with salt and pepper.\nIngredients without discrete measurements such as ""Salt, to taste"" or ""Ice cream, optional"" are omitted from analysis.']"
Is a Shell an anatomical part of an orange?,"No, in the context of an orange, the ""shell"" refers to the skin or peel, not an anatomical part.","['Over a small bowl, supreme the blood oranges: Start by removing the top and bottom of the oranges, then place one of the flat ends of the orange on your cutting board and cut the skin off the outside while preserving the round shape.\nBe sure to remove all of the white pith.\nPick the orange up and cut each section out of the orange in between the membranes.\nYou will have lovely tender sections of the orange without any of the white membranes.\nYou will be left with a ""skeleton"" of the orange.', 'Roll the oranges on a work surface to loosen them slightly.\nHalve the oranges horizontally and use a spoon to scoop out all of the flesh, being careful to keep the skins intact.\nPut the orange flesh in a food processor.\nArrange the shells on a baking sheet and set aside.\nPuree the orange flesh and press through a sieve; you should have 2 1/4 to 2 3/4 cups of juice.\nSet aside.', 'Shell and de-vein prawns.']"
Is a Peel an anatomical part of an orange?,Yes.,"['Transfer to a bowl and set aside to cool.\nUsing a sharp knife, cut a thick slice off the top and bottom of each orange to reveal the flesh.\nThen, standing each orange upright on a cutting surface, cut off the peel and white membrane in thick, wide strips.\nWorking with 1 orange at a time, hold the orange over a bowl and cut along either side of each segment to free it from the membrane, letting the segments drop into the bowl.', 'Note the thin, white membranes that divide up the orange.\nThey should be easy to see once the peel has been completely removed from the fruit.\nInsert your knife as close to that membrane as possible and make a slice parallel to it, right to the center of the orange, do the same thing to the membrane on the other side of that section.\nContinue to so the at every membrane around the whole orange.\nIf you have trouble with this there is a tons of videos on the web hat show you how.', 'Select Navel oranges that have the thinnest peel.\nIf the orange is large double the amount of water and sugar.\nWash the orange thoroughly.\nCut off both ends of the orange.\nCut the orange in half, cut each half in about eight sections.\nPlace the orange sections in the food processor and pulse until the peel in is tiny pieces.\nIn a medium saucepan place the processed orange, the water and the sugar and bring to a gentle boil.\nBoil for 15 minutes, stirring frequently.']"
"What is the edibility of an orange's Peel - can it be eaten, should it be avoided or must it be avoided?",The peel is edible.,"['Remove the orange peels before serving or warn everyone not to eat them.', 'Whenever you peel an orange, add the peel to a jar,before removing the white part.\nCover with sugar and let sit.\nOver time, the sugar becomes a syrup and will preserve the orange peels.\nKeep in the refrigerator and use in your recipes.\nAdd more as you use your oranges,remembering to add sugar too,if needed.', 'Tips: The peel is edible This also works very well with limes You could preserve oranges like this too -- but there are not so many recipes which use them You must use sea salt not table salt -- table salt is too chemical and harsh\nUses: For seasoning rice and couscous -- it works like salt and makes the rice and couscous lemon scented Put chicken/fish into a foil bag and bake with the lemon salt Use to season stews and soups']"
