question,model_answer,context
Is a Peel an anatomical part of a coconut?,Yes.,"['Preheat oven to 400F with rack in middle.\nPierce softest eye of coconut with a small screwdriver, then drain liquid and discard.\nBake coconut in a shallow baking pan until it cracks, about 20 minutes.\nWhen cool, wrap in a towel and break shell with a hammer.\nPry flesh from shell with screwdriver and peel off brown membrane with a vegetable peeler.\nRinse coconut flesh.\nCoarsely grate coconut on large holes of a box grater using light pressure in long strokes to produce long, feathery flakes.', 'Quick Tip.\nFor even more tropical flair, add flaked coconut with the sugar to the fruit and juice before returning to a full rolling boil.', 'Check the seasoning.\nGrate the creamed coconut into the soup and stir well.\nGarnish with chopped coriander or parsley and serve.']"
Is a Stem an anatomical part of a coconut?,No.,"['Quick Tip.\nFor even more tropical flair, add flaked coconut with the sugar to the fruit and juice before returning to a full rolling boil.', 'Preheat oven to 400F with rack in middle.\nPierce softest eye of coconut with a small screwdriver, then drain liquid and discard.\nBake coconut in a shallow baking pan until it cracks, about 20 minutes.\nWhen cool, wrap in a towel and break shell with a hammer.\nPry flesh from shell with screwdriver and peel off brown membrane with a vegetable peeler.\nRinse coconut flesh.\nCoarsely grate coconut on large holes of a box grater using light pressure in long strokes to produce long, feathery flakes.', 'Check the seasoning.\nGrate the creamed coconut into the soup and stir well.\nGarnish with chopped coriander or parsley and serve.']"
"When cutting a coconut, what tool should be used?",Hammer,"['Preheat oven to 400F with rack in middle.\nPierce softest eye of coconut with a small screwdriver, then drain liquid and discard.\nBake coconut in a shallow baking pan until it cracks, about 20 minutes.\nWhen cool, wrap in a towel and break shell with a hammer.\nPry flesh from shell with screwdriver and peel off brown membrane with a vegetable peeler.\nRinse coconut flesh.\nCoarsely grate coconut on large holes of a box grater using light pressure in long strokes to produce long, feathery flakes.', 'Preheat broiler.\nWash and dry mangoes.\nRemove 2 flat sides of each mango with a sharp knife, cutting lengthwise alongside pit and cutting as close to pit as possible so that mango flesh is in 2 large pieces (reserve remaining fruit for another use).\nMake a crosshatch pattern with a small sharp knife, cutting across fruit down to skin at 1/2-inch intervals and being careful not to pierce through.\nGrasp fruit at both ends and turn inside out to make flesh side convex.', 'Check the seasoning.\nGrate the creamed coconut into the soup and stir well.\nGarnish with chopped coriander or parsley and serve.']"
"When peeling a coconut, what tool should be used?",Vegetable peeler,"['Preheat oven to 400F with rack in middle.\nPierce softest eye of coconut with a small screwdriver, then drain liquid and discard.\nBake coconut in a shallow baking pan until it cracks, about 20 minutes.\nWhen cool, wrap in a towel and break shell with a hammer.\nPry flesh from shell with screwdriver and peel off brown membrane with a vegetable peeler.\nRinse coconut flesh.\nCoarsely grate coconut on large holes of a box grater using light pressure in long strokes to produce long, feathery flakes.', 'Check the seasoning.\nGrate the creamed coconut into the soup and stir well.\nGarnish with chopped coriander or parsley and serve.', 'Quick Tip.\nFor even more tropical flair, add flaked coconut with the sugar to the fruit and juice before returning to a full rolling boil.']"
Is a Core an anatomical part of a cucumber?,"No. 

The context describes preparing cucumbers for salads and mentions removing seeds, but not a core.","[""Cucumbers-peeled (if desired-I don't like the bitter taste the peel has) slice thick or thin your preference.\nPurple onion sliced thick or thin your preference into rings and rings separated.\nPlace onion rings in very cold water for a few minutes then drain very well.\nMeanwhile mix in a nice serving bowl all remaining ingredients tasting and seasoning or adding more mayo if to thin.\nTasting and adding what is needed for your taste."", 'Trim the ends from the cucumber.\nCut in half lengthwise.\nUsing a teaspoon, scoop out and discard the seeds, and thinly slice.\nCut the bottom 4in (10cm) from each lemongrass stalk, and discard the tops.\nDiscard the tough outer leaves from the lemongrass.\nHalve the lemongrass lengthwise and smash with a rolling pin.\nBring the lemongrass, sugar, and a scant 1 cup of water to a boil in a saucepan over medium heat, stirring to dissolve the sugar.\nBoil for 1 minute.', 'Slice the cucumbers into 1/2 inch thick rounds.\nQuarter them, and toss them into a large bowl.\nDice the tomatoes, and add them to the bowl.\nToss in the olives, the thinly sliced red onion, and the halved bocconcini.\nOnce the roasted pepper has cooled, you can peel it and cut the pieces into thinner slices (julienne style).\nAdd them to the salad.\nToast the pine nuts in a dry pan on medium-low heat for approximately 5 minutes, or until they become browned and fragrant.']"
Is a Shell an anatomical part of a cucumber?,No.,"[""Peel and chop the cucumber.\nHeat some oil in a frying pan and stir-fry the cucumber.\nOnce the cucumber is lightly browned, add the cubed ham, the yuzu salt, and the black pepper.\nMix well as it cooks, and then it's done."", 'Trim the ends from the cucumber.\nCut in half lengthwise.\nUsing a teaspoon, scoop out and discard the seeds, and thinly slice.\nCut the bottom 4in (10cm) from each lemongrass stalk, and discard the tops.\nDiscard the tough outer leaves from the lemongrass.\nHalve the lemongrass lengthwise and smash with a rolling pin.\nBring the lemongrass, sugar, and a scant 1 cup of water to a boil in a saucepan over medium heat, stirring to dissolve the sugar.\nBoil for 1 minute.', ""Cucumbers-peeled (if desired-I don't like the bitter taste the peel has) slice thick or thin your preference.\nPurple onion sliced thick or thin your preference into rings and rings separated.\nPlace onion rings in very cold water for a few minutes then drain very well.\nMeanwhile mix in a nice serving bowl all remaining ingredients tasting and seasoning or adding more mayo if to thin.\nTasting and adding what is needed for your taste.""]"
Is a Peel an anatomical part of a cucumber?,Yes.,"[""Cucumbers-peeled (if desired-I don't like the bitter taste the peel has) slice thick or thin your preference.\nPurple onion sliced thick or thin your preference into rings and rings separated.\nPlace onion rings in very cold water for a few minutes then drain very well.\nMeanwhile mix in a nice serving bowl all remaining ingredients tasting and seasoning or adding more mayo if to thin.\nTasting and adding what is needed for your taste."", 'Wipe and slice cucumbers thinly without paring.\nCover with a brine made of water and salt and let stand overnight.\nDrain thoroughly and put into a crock.\nMix the remaining ingredients and pour over cucumbers.\nStir frequently.', 'Trim the ends from the cucumber.\nCut in half lengthwise.\nUsing a teaspoon, scoop out and discard the seeds, and thinly slice.\nCut the bottom 4in (10cm) from each lemongrass stalk, and discard the tops.\nDiscard the tough outer leaves from the lemongrass.\nHalve the lemongrass lengthwise and smash with a rolling pin.\nBring the lemongrass, sugar, and a scant 1 cup of water to a boil in a saucepan over medium heat, stirring to dissolve the sugar.\nBoil for 1 minute.']"
"What is the edibility of a cucumber's Peel - can it be eaten, should it be avoided or must it be avoided?","It can be eaten, but some people find the taste bitter.","[""Cucumbers-peeled (if desired-I don't like the bitter taste the peel has) slice thick or thin your preference.\nPurple onion sliced thick or thin your preference into rings and rings separated.\nPlace onion rings in very cold water for a few minutes then drain very well.\nMeanwhile mix in a nice serving bowl all remaining ingredients tasting and seasoning or adding more mayo if to thin.\nTasting and adding what is needed for your taste."", 'Wipe and slice cucumbers thinly without paring.\nCover with a brine made of water and salt and let stand overnight.\nDrain thoroughly and put into a crock.\nMix the remaining ingredients and pour over cucumbers.\nStir frequently.', 'Boil 1 to 2 minutes, stirring.\nRemove from the heat and pour over the cucumbers and stir to coat the slices well.\nPlace in the refrigerator for at least 15 minutes and serve.']"
Is a Stem an anatomical part of a cucumber?,Yes.,"['Trim the ends from the cucumber.\nCut in half lengthwise.\nUsing a teaspoon, scoop out and discard the seeds, and thinly slice.\nCut the bottom 4in (10cm) from each lemongrass stalk, and discard the tops.\nDiscard the tough outer leaves from the lemongrass.\nHalve the lemongrass lengthwise and smash with a rolling pin.\nBring the lemongrass, sugar, and a scant 1 cup of water to a boil in a saucepan over medium heat, stirring to dissolve the sugar.\nBoil for 1 minute.', 'Finely chop about half of one cucumber and half of the bell pepper and set aside.\nCoarsely chop the rest and place in a food processor along with the lettuce, scallions, and cilantro.\nProcess until pureed, with a little texture remaining.\nTransfer to a large serving container.\nStir in the reserved cucumber and bell pepper, followed by the salsa verde, chili pepper, lime juice, cumin, sour cream, and 1 cup rice milk.\nStir well to combine.', ""Peel and chop the cucumber.\nHeat some oil in a frying pan and stir-fry the cucumber.\nOnce the cucumber is lightly browned, add the cubed ham, the yuzu salt, and the black pepper.\nMix well as it cooks, and then it's done.""]"
"What is the edibility of a cucumber's Stem - can it be eaten, should it be avoided or must it be avoided?",The provided context does not mention the edibility of cucumber stems.,"['Wipe and slice cucumbers thinly without paring.\nCover with a brine made of water and salt and let stand overnight.\nDrain thoroughly and put into a crock.\nMix the remaining ingredients and pour over cucumbers.\nStir frequently.', 'Trim the ends from the cucumber.\nCut in half lengthwise.\nUsing a teaspoon, scoop out and discard the seeds, and thinly slice.\nCut the bottom 4in (10cm) from each lemongrass stalk, and discard the tops.\nDiscard the tough outer leaves from the lemongrass.\nHalve the lemongrass lengthwise and smash with a rolling pin.\nBring the lemongrass, sugar, and a scant 1 cup of water to a boil in a saucepan over medium heat, stirring to dissolve the sugar.\nBoil for 1 minute.', ""Cucumbers-peeled (if desired-I don't like the bitter taste the peel has) slice thick or thin your preference.\nPurple onion sliced thick or thin your preference into rings and rings separated.\nPlace onion rings in very cold water for a few minutes then drain very well.\nMeanwhile mix in a nice serving bowl all remaining ingredients tasting and seasoning or adding more mayo if to thin.\nTasting and adding what is needed for your taste.""]"
"When cutting a cucumber, what tool should be used?",A knife.,"['Wipe and slice cucumbers thinly without paring.\nCover with a brine made of water and salt and let stand overnight.\nDrain thoroughly and put into a crock.\nMix the remaining ingredients and pour over cucumbers.\nStir frequently.', 'Trim the ends from the cucumber.\nCut in half lengthwise.\nUsing a teaspoon, scoop out and discard the seeds, and thinly slice.\nCut the bottom 4in (10cm) from each lemongrass stalk, and discard the tops.\nDiscard the tough outer leaves from the lemongrass.\nHalve the lemongrass lengthwise and smash with a rolling pin.\nBring the lemongrass, sugar, and a scant 1 cup of water to a boil in a saucepan over medium heat, stirring to dissolve the sugar.\nBoil for 1 minute.', ""Cucumbers-peeled (if desired-I don't like the bitter taste the peel has) slice thick or thin your preference.\nPurple onion sliced thick or thin your preference into rings and rings separated.\nPlace onion rings in very cold water for a few minutes then drain very well.\nMeanwhile mix in a nice serving bowl all remaining ingredients tasting and seasoning or adding more mayo if to thin.\nTasting and adding what is needed for your taste.""]"
"When peeling a cucumber, what tool should be used?",A knife.,"['Wipe and slice cucumbers thinly without paring.\nCover with a brine made of water and salt and let stand overnight.\nDrain thoroughly and put into a crock.\nMix the remaining ingredients and pour over cucumbers.\nStir frequently.', ""Cucumbers-peeled (if desired-I don't like the bitter taste the peel has) slice thick or thin your preference.\nPurple onion sliced thick or thin your preference into rings and rings separated.\nPlace onion rings in very cold water for a few minutes then drain very well.\nMeanwhile mix in a nice serving bowl all remaining ingredients tasting and seasoning or adding more mayo if to thin.\nTasting and adding what is needed for your taste."", 'Using a sharp knife, cut the potatoes in half and peel some skin off, leaving a band in the center for color.\nTrim off the ends of the cucumber and remove the skin.\nCut the cucumbers into 2-inch rounds.\nQuarter each slice lengthwise and remove the seeds.\nPut the potatoes in the rack of a steamer over boiling water and steam for 10 minutes.\nAdd the cucumbers and steam for 3 minutes more.\nDo not overcook.\nHeat the butter in a saucepan and add the potatoes, cucumbers, parsley, salt and pepper.']"
Is a Core an anatomical part of a kiwi?,"No. 

The provided text discusses preparing mangoes and a kiwi mixture, but doesn't mention any anatomical parts of a kiwi.","['Ready to eat!\nIMAGE : Kejibeling leaves (Strobilanthes crispus)', 'Preheat broiler.\nWash and dry mangoes.\nRemove 2 flat sides of each mango with a sharp knife, cutting lengthwise alongside pit and cutting as close to pit as possible so that mango flesh is in 2 large pieces (reserve remaining fruit for another use).\nMake a crosshatch pattern with a small sharp knife, cutting across fruit down to skin at 1/2-inch intervals and being careful not to pierce through.\nGrasp fruit at both ends and turn inside out to make flesh side convex.', 'Pour mashed kiwi mixture over all.\nSmooth edges.\nArrange remaining strawberry slices over top in decorative pattern, pressing gently into surface.\nBrush with remaining apricot jam.\nChill 3 to 4 hours in refrigerator.\nCut into wedges and serve.']"
Is a Shell an anatomical part of a kiwi?,Yes.,"['Ready to eat!\nIMAGE : Kejibeling leaves (Strobilanthes crispus)', 'This gorgeous dish is perfect for a special little dinner.\nAs well as being easy to make, it tastes and looks wonderful, too.\nChoose cultured mussels as they are easy to clean and have lots of meat inside.\nScrub mussels under cold running water; cut off any hairy beards.\nDiscard any that do not close when tapped.\nTrim leeks, discarding dark green parts.\nSlice in half lengthwise and wash well.\nCut into thin 1 1/2-inch long strips an d set aside.', 'Garnish ends of filled shells with chopped pistachio nuts.']"
Is a Peel an anatomical part of a kiwi?,Yes.,"['Chop celery\nPeel and chop kiwi\nMix with blender : kiwi, celery, 1/2 teaspoon chili flakes, 300 ml orange juice\nPour in glass, season with pepper', 'Ready to eat!\nIMAGE : Kejibeling leaves (Strobilanthes crispus)', 'Pour mashed kiwi mixture over all.\nSmooth edges.\nArrange remaining strawberry slices over top in decorative pattern, pressing gently into surface.\nBrush with remaining apricot jam.\nChill 3 to 4 hours in refrigerator.\nCut into wedges and serve.']"
"What is the edibility of a kiwi's Peel - can it be eaten, should it be avoided or must it be avoided?",The context suggests kiwi peel should be avoided as it is peeled before being used in the recipes.,"['Chop celery\nPeel and chop kiwi\nMix with blender : kiwi, celery, 1/2 teaspoon chili flakes, 300 ml orange juice\nPour in glass, season with pepper', 'Pour mashed kiwi mixture over all.\nSmooth edges.\nArrange remaining strawberry slices over top in decorative pattern, pressing gently into surface.\nBrush with remaining apricot jam.\nChill 3 to 4 hours in refrigerator.\nCut into wedges and serve.', 'Pour the kiwi puree over the cheese and arrange the kiwi slices on the puree.\nLay on 3 more pieces of pasta and cover with 1/2 the remaining cheese.\nPour the strawberry puree over the cheese and sprinkle with sliced strawberries.\nLay on 3 more pieces of pasta and cover with the remaining cheese.\nPour the blackberries puree over the cheese and sprinkle with blackberries.\nTop with a final layer of pasta.\nCover tightly with plastic and refrigerate overnight.']"
Is a Stem an anatomical part of a kiwi?,Yes.,"['Ready to eat!\nIMAGE : Kejibeling leaves (Strobilanthes crispus)', 'Pour mashed kiwi mixture over all.\nSmooth edges.\nArrange remaining strawberry slices over top in decorative pattern, pressing gently into surface.\nBrush with remaining apricot jam.\nChill 3 to 4 hours in refrigerator.\nCut into wedges and serve.', 'Then peel off the cling film and use wet hands to press it into an oval shape.\nRemove the stem from the cherry leaf and wrap around the mochi so that the vein side is showing on top.']"
"When cutting a kiwi, what tool should be used?",Knife,"['Preheat broiler.\nWash and dry mangoes.\nRemove 2 flat sides of each mango with a sharp knife, cutting lengthwise alongside pit and cutting as close to pit as possible so that mango flesh is in 2 large pieces (reserve remaining fruit for another use).\nMake a crosshatch pattern with a small sharp knife, cutting across fruit down to skin at 1/2-inch intervals and being careful not to pierce through.\nGrasp fruit at both ends and turn inside out to make flesh side convex.', 'Chop celery\nPeel and chop kiwi\nMix with blender : kiwi, celery, 1/2 teaspoon chili flakes, 300 ml orange juice\nPour in glass, season with pepper', 'Pour mashed kiwi mixture over all.\nSmooth edges.\nArrange remaining strawberry slices over top in decorative pattern, pressing gently into surface.\nBrush with remaining apricot jam.\nChill 3 to 4 hours in refrigerator.\nCut into wedges and serve.']"
"When peeling a kiwi, what tool should be used?",Paring knife,"['Chop celery\nPeel and chop kiwi\nMix with blender : kiwi, celery, 1/2 teaspoon chili flakes, 300 ml orange juice\nPour in glass, season with pepper', 'Cut peel and pith from oranges with a sharp paring knife.\nWorking over a large bowl, cut segments free from membranes, letting them drop into bowl; squeeze juice from membranes into bowl.\nGently toss oranges with coconut, sugar, salt, and Sherry.\nChill, covered, at least 1 hour.', 'Special equipment: 1-inch circle cutter\nCut potato slices with a 1 to 1 1/2-inch circle cutter and soak in water to remove starch.\nPlace on a rack placed over a shallow pan of water.\nSteam to al dente and set aside to cool.\nUsing a melon baller (ball scoop) scoop out a recess in each disk.\nCook bacon and remove to paper towels to drain.\nPour most of the bacon fat from the pan and add butter over medium heat.\nAdd cabbage and season with black pepper.']"
Is a Core an anatomical part of a kumquat?,"No. 

The context focuses on using kumquats in recipes and doesn't mention any internal parts like a core.","['Finely chop the kumquats and oranges, combine them, and measure them into a large pot.\nAdd 3 cups of water per each cup of fruit.\nLet stand in a cool place for 12 hours, or overnight.\nBring the fruit mixture to a boil, reduce heat, and simmer until the rind is very tender.\nRemove from heat, and measure cooked fruit.\nAdd one cup of sugar to the pot for every cup of the fruit mixture.\nMix in the lemon juice, about 1/4 cup.\nReturn the fruit to the pan, and bring to a boil once again.', 'Thinly slice 6 kumquats and set aside.\nWith the rest of the kumquats you need to slice them in half and squeeze out the juice.\nYour going to need 1/2 cup juice.\nStrain.\nIn a 3 quart pan whisk together 1&1/4 cup sugar and cornstarch.\nSlowly whisk in the kumquat juice and water, blending to smooth.\nCook over medium high heat stirring constantly until mixture thickens and comes to a full boil.', 'Ready to eat!\nIMAGE : Kejibeling leaves (Strobilanthes crispus)']"
Is a Shell an anatomical part of a kumquat?,"No. 

The context refers to ""shells"" as a serving vessel, not a part of the kumquat.","['Finely chop the kumquats and oranges, combine them, and measure them into a large pot.\nAdd 3 cups of water per each cup of fruit.\nLet stand in a cool place for 12 hours, or overnight.\nBring the fruit mixture to a boil, reduce heat, and simmer until the rind is very tender.\nRemove from heat, and measure cooked fruit.\nAdd one cup of sugar to the pot for every cup of the fruit mixture.\nMix in the lemon juice, about 1/4 cup.\nReturn the fruit to the pan, and bring to a boil once again.', 'Garnish ends of filled shells with chopped pistachio nuts.', 'Secure the eyes on the crab body with bits of fried spaghetti strands.\nMake a mouth with a nori punch, stick it in and the crab is done.']"
Is a Peel an anatomical part of a kumquat?,Yes.,"['Finely chop the kumquats and oranges, combine them, and measure them into a large pot.\nAdd 3 cups of water per each cup of fruit.\nLet stand in a cool place for 12 hours, or overnight.\nBring the fruit mixture to a boil, reduce heat, and simmer until the rind is very tender.\nRemove from heat, and measure cooked fruit.\nAdd one cup of sugar to the pot for every cup of the fruit mixture.\nMix in the lemon juice, about 1/4 cup.\nReturn the fruit to the pan, and bring to a boil once again.', 'Ready to eat!\nIMAGE : Kejibeling leaves (Strobilanthes crispus)', 'Then peel off the cling film and use wet hands to press it into an oval shape.\nRemove the stem from the cherry leaf and wrap around the mochi so that the vein side is showing on top.']"
"What is the edibility of a kumquat's Peel - can it be eaten, should it be avoided or must it be avoided?",Kumquat peel can be eaten.,"['Finely chop the kumquats and oranges, combine them, and measure them into a large pot.\nAdd 3 cups of water per each cup of fruit.\nLet stand in a cool place for 12 hours, or overnight.\nBring the fruit mixture to a boil, reduce heat, and simmer until the rind is very tender.\nRemove from heat, and measure cooked fruit.\nAdd one cup of sugar to the pot for every cup of the fruit mixture.\nMix in the lemon juice, about 1/4 cup.\nReturn the fruit to the pan, and bring to a boil once again.', 'Chop celery\nPeel and chop kiwi\nMix with blender : kiwi, celery, 1/2 teaspoon chili flakes, 300 ml orange juice\nPour in glass, season with pepper', 'Using a sharp paring knife, peel the oranges of all rind, pith and inner skin.\nCut oranges crosswise into 1/2-inch rounds.\nPlace rounds on a serving platter in one or two layers.\nSprinkle the slices with orange zest, sugar, lemon juice and Triple Sec.\nBaste fruit with liquid.\nCover, and refrigerate for at least 4 hours or overnight.\nBaste or gently toss periodically.\nServe chilled.']"
Is a Stem an anatomical part of a kumquat?,No.,"['Finely chop the kumquats and oranges, combine them, and measure them into a large pot.\nAdd 3 cups of water per each cup of fruit.\nLet stand in a cool place for 12 hours, or overnight.\nBring the fruit mixture to a boil, reduce heat, and simmer until the rind is very tender.\nRemove from heat, and measure cooked fruit.\nAdd one cup of sugar to the pot for every cup of the fruit mixture.\nMix in the lemon juice, about 1/4 cup.\nReturn the fruit to the pan, and bring to a boil once again.', 'Then peel off the cling film and use wet hands to press it into an oval shape.\nRemove the stem from the cherry leaf and wrap around the mochi so that the vein side is showing on top.', 'Thinly slice 6 kumquats and set aside.\nWith the rest of the kumquats you need to slice them in half and squeeze out the juice.\nYour going to need 1/2 cup juice.\nStrain.\nIn a 3 quart pan whisk together 1&1/4 cup sugar and cornstarch.\nSlowly whisk in the kumquat juice and water, blending to smooth.\nCook over medium high heat stirring constantly until mixture thickens and comes to a full boil.']"
"When cutting a kumquat, what tool should be used?",A knife.,"['Finely chop the kumquats and oranges, combine them, and measure them into a large pot.\nAdd 3 cups of water per each cup of fruit.\nLet stand in a cool place for 12 hours, or overnight.\nBring the fruit mixture to a boil, reduce heat, and simmer until the rind is very tender.\nRemove from heat, and measure cooked fruit.\nAdd one cup of sugar to the pot for every cup of the fruit mixture.\nMix in the lemon juice, about 1/4 cup.\nReturn the fruit to the pan, and bring to a boil once again.', 'Thinly slice 6 kumquats and set aside.\nWith the rest of the kumquats you need to slice them in half and squeeze out the juice.\nYour going to need 1/2 cup juice.\nStrain.\nIn a 3 quart pan whisk together 1&1/4 cup sugar and cornstarch.\nSlowly whisk in the kumquat juice and water, blending to smooth.\nCook over medium high heat stirring constantly until mixture thickens and comes to a full boil.', ""If using thin burdock, simply cut slices, but if you're using a thick burdock, first cut it lengthwise in half or fourths, then chop.\nLet soak in vinegar water.\nDrain the burdock and lightly rinse with water.\nPut into a heatproof bowl with 2 tablespoons of water and smooth the surface of the ingredients.\nWrap the bowl with plastic wrap and heat in a microwave at 600 W for 2 minutes.\nCheck the hardness of the burdock.\nIf it's too hard, heat some more.\nPut onto a paper towel to drain.""]"
"When peeling a kumquat, what tool should be used?",A peeler.,"['Finely chop the kumquats and oranges, combine them, and measure them into a large pot.\nAdd 3 cups of water per each cup of fruit.\nLet stand in a cool place for 12 hours, or overnight.\nBring the fruit mixture to a boil, reduce heat, and simmer until the rind is very tender.\nRemove from heat, and measure cooked fruit.\nAdd one cup of sugar to the pot for every cup of the fruit mixture.\nMix in the lemon juice, about 1/4 cup.\nReturn the fruit to the pan, and bring to a boil once again.', 'Thinly slice 6 kumquats and set aside.\nWith the rest of the kumquats you need to slice them in half and squeeze out the juice.\nYour going to need 1/2 cup juice.\nStrain.\nIn a 3 quart pan whisk together 1&1/4 cup sugar and cornstarch.\nSlowly whisk in the kumquat juice and water, blending to smooth.\nCook over medium high heat stirring constantly until mixture thickens and comes to a full boil.', 'Wash and dry kale thoroughly.\nCut kale away from stems and into bite size pieces.\nPeel carrots and then use a peeler to create ribbons.\nHeat oils over medium heat in large pot and add ginger and garlic.\nAdd carrots and saute a minute or two to soften carrots.\nAdd kale and season with salt and pepper.\nSaute until tender, about 6-8 minutes.\nRemove from stove and top with avocado and sesame seeds.']"
Is a Core an anatomical part of a lemon?,No.,"['Light a grill or preheat the broiler.\nGrill or broil the lemon slices until charred on both sides.\nTransfer the lemons to a large coarse strainer set over a bowl.\nUsing a wooden spoon, crush all of the juice from the lemons; discard the skins and seeds.\nStir in the olive oil and salt.', 'With a vegetable peeler remove three 3 x 1/2-inch pieces zest from lemon.\nIn a saucepan bring water to a boil with zest, gingerroot, star anise, sugar, and 1 teaspoon lemon juice and simmer, stirring, until sugar is dissolved.\nCool syrup and discard star anise.\nSyrup may be made 2 days ahead and chilled, covered.\nHalve and pit nectarines and plums.\nCut nectarines into wedges.\nIn a bowl toss cut fruit together with blueberries, syrup, and remaining lemon juice.', 'Top with the cilantro leaves and sprinkle with sesame seeds.\nServe at room temperature topped with lime wedges for squeezing.']"
Is a Shell an anatomical part of a lemon?,No.,"['Serve with lemon slices, and garnish, if desired.', 'Make lemon curd and place in the refrigerator to chill while finishing recipe.\nTo make the crust, sift together flour and salt in the large bowl of an electric mixer.\nAdd lard and butter and mix with a paddle until the mixture resembles coarse meal.\nAdd cold water and mix only until dough forms a ball.\nWrap in plastic and refrigerate for one hour.\nRoll out pastry or press it into a 9-inch glass pie plate.\nPrick bottom all over with a fork.', 'I love it served inside an avocado with the chopped flesh mixed through, some small prawns and a squeeze of lime, gorgeous!']"
Is a Peel an anatomical part of a lemon?,Yes.,"['With a vegetable peeler remove three 3 x 1/2-inch pieces zest from lemon.\nIn a saucepan bring water to a boil with zest, gingerroot, star anise, sugar, and 1 teaspoon lemon juice and simmer, stirring, until sugar is dissolved.\nCool syrup and discard star anise.\nSyrup may be made 2 days ahead and chilled, covered.\nHalve and pit nectarines and plums.\nCut nectarines into wedges.\nIn a bowl toss cut fruit together with blueberries, syrup, and remaining lemon juice.', 'Serve with lemon slices, and garnish, if desired.', 'Using a sharp paring knife cut the peel and pith off with sawing downward strokes so which the orange is completely peeled.\nCut the individual sections out from the membranes.\nPlace in a mixing bowl together with the onion and mint.\nWhen the beets are tender hold them under running water and slip the skins off.\nTrim the stem end, then cut them in half and then into slices.\nAdd in the beet slices to the bowl with the oranges.']"
"What is the edibility of a lemon's Peel - can it be eaten, should it be avoided or must it be avoided?","Lemon peel can be eaten, as the recipe calls for removing zest from the lemon to be used in the syrup.","['Remove lemon slices.\nMash with a potato masher or use a food mill for a smoother consistency.\nServe warm or at room temperature.', 'With a vegetable peeler remove three 3 x 1/2-inch pieces zest from lemon.\nIn a saucepan bring water to a boil with zest, gingerroot, star anise, sugar, and 1 teaspoon lemon juice and simmer, stirring, until sugar is dissolved.\nCool syrup and discard star anise.\nSyrup may be made 2 days ahead and chilled, covered.\nHalve and pit nectarines and plums.\nCut nectarines into wedges.\nIn a bowl toss cut fruit together with blueberries, syrup, and remaining lemon juice.', 'Serve with lemon slices, and garnish, if desired.']"
Is a Stem an anatomical part of a lemon?,"No. 

The context refers to lemon zest and juice, indicating the outer peel and inner pulp are used, not the stem.","['With a vegetable peeler remove three 3 x 1/2-inch pieces zest from lemon.\nIn a saucepan bring water to a boil with zest, gingerroot, star anise, sugar, and 1 teaspoon lemon juice and simmer, stirring, until sugar is dissolved.\nCool syrup and discard star anise.\nSyrup may be made 2 days ahead and chilled, covered.\nHalve and pit nectarines and plums.\nCut nectarines into wedges.\nIn a bowl toss cut fruit together with blueberries, syrup, and remaining lemon juice.', 'Juice the lemons and the lime and cube the watermelon.\nPlace the lemon and lime juice, watermelon and sugar in a blender, and blend until smooth.\nServe over ice.', 'Using a juicer, process star fruits, oranges, cantaloupe and lemon.\nWhisk and pour into a glass.']"
"When cutting a lemon, what tool should be used?",A knife.,"[""Trim off the root end and remove outer leaf or two.\nCut in three pieces.\nWith food processor running add the lemon grass and mince.\n(Don't worry if it does not break up completely.\nIt will when all the other ingredients are added.)\nWith food processor running, add shallots and mince; repeat with garlic and galangal.\nRemove the main vein from the lime leaves and process until minced.\nProcess chilies until minced.\nAdd turmeric with water and continue processing until blended."", 'Light a grill or preheat the broiler.\nGrill or broil the lemon slices until charred on both sides.\nTransfer the lemons to a large coarse strainer set over a bowl.\nUsing a wooden spoon, crush all of the juice from the lemons; discard the skins and seeds.\nStir in the olive oil and salt.', 'Remove lemon slices.\nMash with a potato masher or use a food mill for a smoother consistency.\nServe warm or at room temperature.']"
"When peeling a lemon, what tool should be used?",Wooden spoon,"['Remove lemon slices.\nMash with a potato masher or use a food mill for a smoother consistency.\nServe warm or at room temperature.', 'In a small nonreactive saucepan, combine 1/2 cup lemon juice and the lemon zest.\nPlace over high heat, and bring to a boil.\nImmediately remove from the heat.\nStrain into a clean pan, discarding the zest.\nAdd 3 tablespoons butter to the pan, and place over low heat just until the butter is melted.\nRemove from heat, and season to taste with salt and pepper.\nStir in the chives; keep warm.\nIn a heavy-bottomed 4-quart saucepan over medium heat, warm 1 tablespoon olive oil.', 'Light a grill or preheat the broiler.\nGrill or broil the lemon slices until charred on both sides.\nTransfer the lemons to a large coarse strainer set over a bowl.\nUsing a wooden spoon, crush all of the juice from the lemons; discard the skins and seeds.\nStir in the olive oil and salt.']"
Is a Core an anatomical part of a lime?,"No. 

The context refers to limes being cut and juiced, implying the core is removed.","['Cut the limes into 4 pieces without removing the skin.\nRemove the seeds.\nPut into a mixer with the rest of the ingredients and half cup water.\nCover.\nBlend well.\nAdd the remaining water.\nBlend again.\nStrain the juice.\nServe immediately.\nIf you dont, then it will become bitter and lose its taste.', 'I love it served inside an avocado with the chopped flesh mixed through, some small prawns and a squeeze of lime, gorgeous!', 'Top with the cilantro leaves and sprinkle with sesame seeds.\nServe at room temperature topped with lime wedges for squeezing.']"
