question,model_answer,context
"When cutting a coconut, what tool should be used?",A butcher knife or a chef's knife.,"[""3.1 Set a fresh, young coconut on a hard, flat surface in your kitchen. Hold it in place with one hand, and use a butcher knife to make cuts in a circular shape around its eye. The easiest way to do this is to strike the coconut, as you would with a machete, in the same place until a deep enough cut is made. Continue to do this until you've cut a circular lid that can be lifted away from the coconut. Use a very sharp knife to do this job. A blunt knife could slip and cut your hand. Another"", 'You can use a chefs knife, but if you do, make sure its an old, inexpensive one!\nLay the coconut on its side, securing it so that it wont roll Try not to hold the fruit with your free hand while you make the first cut (in case you have particularly bad aim!).\nHolding the knife high, bring it down sharply near the top of the coconut.\nThe knife should sink in about 1/3 of the way, breaking through the inner shell.\nQuickly set the coconut upright so as not to lose the water to the cutting board.', 'You can use a chefs knife, but if you do, make sure its an old, inexpensive one!\nLay the coconut on its side, securing it so that it wont roll Try not to hold the fruit with your free hand while you make the first cut (in case you have particularly bad aim!).\nHolding the knife high, bring it down sharply near the top of the coconut.\nThe knife should sink in about 1/3 of the way, breaking through the inner shell.\nQuickly set the coconut upright so as not to lose the water to the cutting board.']"
"When peeling a coconut, what tool should be used?",Vegetable peeler,"['Set aside until cool enough to handle.\nWrap coconut in a clean kitchen towel; holding the coconut with one hand, hit it with the hammer in the same place several times to crack the outer shell and split the coconut into several large pieces.\nSeparate coconut flesh from the shell, and use a vegetable peeler to remove dark outer skin.\nRinse the coconut in cold water, then use the vegetable peeler to take off long, thick strips from the outer (cut) edges.', 'Peel off the thin, brown inner skin with a vegetable peeler.\nGrate the coconut pieces on the fine side of a manual grater or cut into coarse pieces and grind in a food processor.\nUse the grated coconut to make coconut milk, as a garnish for fruit salad or ice cream, or in other recipes.\nKeep refrigerated.', ""3.1 Set a fresh, young coconut on a hard, flat surface in your kitchen. Hold it in place with one hand, and use a butcher knife to make cuts in a circular shape around its eye. The easiest way to do this is to strike the coconut, as you would with a machete, in the same place until a deep enough cut is made. Continue to do this until you've cut a circular lid that can be lifted away from the coconut. Use a very sharp knife to do this job. A blunt knife could slip and cut your hand. Another""]"
Is a Core an anatomical part of a cucumber?,"No.   The context discusses cucumbers for eating, not sea cucumbers which have a core.","['Read this interesting URL about Sea Cucumbers- http://tinyurl.com/4n5kvra .', 'The crunchy cucumber texture is delicious.', ""But if you can't find 'em, any cucumber will do.""]"
Is a Shell an anatomical part of a cucumber?,"No.   The context refers to cucumbers as vegetables, not sea cucumbers which have shells.","['Read this interesting URL about Sea Cucumbers- http://tinyurl.com/4n5kvra .', 'How to Draw a Cucumber', ""But if you can't find 'em, any cucumber will do.""]"
Is a Peel an anatomical part of a cucumber?,Yes.,"[""You want to peel or not to peel a cucumber, up to you.\n( I prefer peeling) Cut in long half and then slice it all.\nYou can cut in small pieces, in flower or any sharp.\nIt a good fun when you create it :D\nPut an oil in a pan in middium heat.\nThen finely chop garlic put in the pan, stir it until it yellow and then add eggs.\nTip, don't stir it until it half cook.\nAdd soya sauce, then add cucumber.\nAdd water, then stir it until cucumber soft.\nBut don't leave it for too it might be too soft."", '3.4 Slice so that the knife moves away from your body. Sometimes the cucumber can be tender and peeling its skin after cutting will be hard, so make sure to peel the skin and then cut it and remove its seeds!\n3.5', 'The crunchy cucumber texture is delicious.']"
"What is the edibility of a cucumber's Peel - can it be eaten, should it be avoided or must it be avoided?","The context suggests cucumber peel can be eaten, but is often removed for texture preference.","['Suggest not putting the cucumbers on until shortly before being eaten.', '1.3 Strip down the cucumber using a vegetable peeler. Remove the dark green skin, leaving the light green flesh exposed. Preventing the skin from going soft is difficult. It is easier to remove it, unless you prefer not slicing your cucumbers.', 'place cucumber slices in a refrigerator for a few minutes before using on your skin.']"
Is a Stem an anatomical part of a cucumber?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'How to Draw a Cucumber', 'Read this interesting URL about Sea Cucumbers- http://tinyurl.com/4n5kvra .']"
"What is the edibility of a cucumber's Stem - can it be eaten, should it be avoided or must it be avoided?","The context suggests peeling the cucumber, implying the stem is not eaten.","['Suggest not putting the cucumbers on until shortly before being eaten.', 'Scheiblauer suggests replacing the cucumber with diced melon or tomato later in the summer.\nFeel free to get a little freekeh!', '*Note: Salmon, sea trout or river trout may be used (farmed trout is unsuitable - its texture is too soft).\nPeel and seed the cucumber and cut the flesh into pieces no larger than matchsticks.\nSprinkle with 1/2 teaspoon each salt and caster sugar and 1 teaspoon tarragon vinegar.\nToss lightly and set aside for at least 40 minutes, or all day if you prefer, to draw out some of the cucumber juices.\nDrain well and pat dry.']"
"When cutting a cucumber, what tool should be used?","A sharp, stainless steel paring knife.","['3.2 Try to slice each piece evenly and aim for a thickness of 1-2mm (1/16in). This will leave you with thin rectangular cuts. Begin each cut with the knife handle up and the tip down into the cucumber. Push the blade forward as you push it down to create your cuts. Your hand position should allow the side of the knife blade to gently rest against the knuckles of your other hand as you hold the cucumber. Making this cut with confidence takes practice. If you are nervous, grip your cucumber', '2.2 Take a sharp, stainless steel paring knife and place it against the edge of the cut end. Slice off about 1/8 of the circumference of the cucumber, just barely beneath the green skin. Move the knife slowly under the skin, to within 1/2 inch (1.25 cm) of the end. Remove the knife, leaving the strip of skin attached to the end. If the strip breaks, you can still continue to use the same cucumber piece as practice.', '2.3 Start with the knife handle up and the knife point resting on the cucumber in the place where you want to make your first cut. Push the knife forward and down into each cut.\n2.4 You can make cucumber sticks for a vegetable platter or chop up small pieces and toss them in a salad.\n3. Slicing with the Julienne Cut']"
"When peeling a cucumber, what tool should be used?",A swivel vegetable peeler.,"['Using a swivel vegetable peeler, remove the skin from a large, straight cucumber.\nThen cut long, thin strips of flesh using the same peeler, like flat noodles.\nMix in a bowl with seasoning and a light sprinkling of rice wine vinegar.', ""3.4 Bring your skin in contact with the light green flesh of the cucumber, not the dark green skin. Hold the slices against your skin for about 20 minutes and rinse off with warm water. Repeat as often as you'd like until your peeling skin starts improving. Alternately, grate a cucumber into a fine paste or tiny shreds. Apply the grated cucumber to the skin and leave it in place for 15 to 20 minutes. Rinse with warm water when finished. Cucumber will hydrate and cool irritated, flaky, and"", ""You want to peel or not to peel a cucumber, up to you.\n( I prefer peeling) Cut in long half and then slice it all.\nYou can cut in small pieces, in flower or any sharp.\nIt a good fun when you create it :D\nPut an oil in a pan in middium heat.\nThen finely chop garlic put in the pan, stir it until it yellow and then add eggs.\nTip, don't stir it until it half cook.\nAdd soya sauce, then add cucumber.\nAdd water, then stir it until cucumber soft.\nBut don't leave it for too it might be too soft.""]"
Is a Core an anatomical part of a kiwi?,"No.   The context describes using kiwi skin and flesh for a food sculpture, implying the core is not a distinct anatomical part.","['1.3 Take the easiest approach and take sink your teeth right into it, as you would with an apple or peach. Enjoy the contrast in textures between the tougher skin and the soft flesh within. Reap the kiwi’s full nutritional value, since the skin contains a large part of its fiber, mineral, and vitamin content, as well as antioxidants and flavonoids. However:', ""One kiwi will be halved (see Step 5) for the kappa's head and body.\nThe other kiwi cut into four pieces for the arms and legs (chop any leftovers).\nCut the apricot in half and put it face up on the plate.\nUse the kiwi skin to make eyes and hair.\nI used kitchen scissors for this.\nConnect the kappa's head and body using a toothpick and place it in a bowl.\nAdd the arms and legs and attach them with a toothpick if necessary.\nThe kappa is now done.\nNote: I made a nose using kiwi seeds."", 'How to Eat a Kiwi\n1. Munching on Plain Kiwi\n1.1 Before you dig in, check the outside of your kiwi. Note that most of the skin’s surface is a fuzzy brown, with a raised bumpy pit at the top, which is where it grew from its vine. This is the only inedible part of the kiwi, so either trim it off or eat it around it.']"
Is a Shell an anatomical part of a kiwi?,No.,"['Shell and de-vein prawns.', 'How to Eat a Kiwi\n1. Munching on Plain Kiwi\n1.1 Before you dig in, check the outside of your kiwi. Note that most of the skin’s surface is a fuzzy brown, with a raised bumpy pit at the top, which is where it grew from its vine. This is the only inedible part of the kiwi, so either trim it off or eat it around it.', ""One kiwi will be halved (see Step 5) for the kappa's head and body.\nThe other kiwi cut into four pieces for the arms and legs (chop any leftovers).\nCut the apricot in half and put it face up on the plate.\nUse the kiwi skin to make eyes and hair.\nI used kitchen scissors for this.\nConnect the kappa's head and body using a toothpick and place it in a bowl.\nAdd the arms and legs and attach them with a toothpick if necessary.\nThe kappa is now done.\nNote: I made a nose using kiwi seeds.""]"
Is a Peel an anatomical part of a kiwi?,No.,"['Peel two just-ripe kiwis for each person.', 'Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.', '1.4 If you don’t like fruit skins, simply chop the kiwi in half. Treat each half as a readymade bowl and spoon yourself out some bite-size chunks. Alternatively:\nSlice off both ends, where the kiwi was attached to its vine, and hold the kiwi in one hand. With your other hand, insert the tip of your spoon between the flesh and skin along your cut. Press the spoon deeper into the flesh and twist the kiwi around in your hand. Remove the flesh and cut it into slices.']"
"What is the edibility of a kiwi's Peel - can it be eaten, should it be avoided or must it be avoided?",The kiwi peel should be avoided.,"['Peel two just-ripe kiwis for each person.', ""How to Peel a Kiwi\n1. Using a Serrated Knife or Vegetable Peeler\n1.1 \n1.2 Use your dominant hand to hold the peeler or knife.\n1.3 You may need to make a small nick in the skin to get a hold.\n1.4 Peel gently – don't cut deeply or you'll remove too much of the flesh of the fruit.\n1.5 \n2. Peeling kiwifruit with a spoon\n2.1 \n2.2 The back of the spoon should rest against the inside of the skin.\n2.3 When the spoon gets back to the starting point, the kiwifruit should pop out of the skin."", 'Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.']"
Is a Stem an anatomical part of a kiwi?,"No.   The context refers to kiwi fruit being used for a food sculpture, not the anatomical parts of a kiwi plant.","['stem, which is located in amongst the foliage, or leaves.', ""One kiwi will be halved (see Step 5) for the kappa's head and body.\nThe other kiwi cut into four pieces for the arms and legs (chop any leftovers).\nCut the apricot in half and put it face up on the plate.\nUse the kiwi skin to make eyes and hair.\nI used kitchen scissors for this.\nConnect the kappa's head and body using a toothpick and place it in a bowl.\nAdd the arms and legs and attach them with a toothpick if necessary.\nThe kappa is now done.\nNote: I made a nose using kiwi seeds."", '1.8 Fill the arch with your round fruit and frame the centerpiece with your sliced kiwifruit and strawberries around the edges of your plate. To create a nice sense of contrast, alternate between the kiwifruit and strawberries. Once the edge of your plate has been completely framed with fruit, step back and admire your handiwork. Your centerpiece is complete!\n2. Building a Fruit Bouquet']"
"When cutting a kiwi, what tool should be used?",Spoon,"['1.4 If you don’t like fruit skins, simply chop the kiwi in half. Treat each half as a readymade bowl and spoon yourself out some bite-size chunks. Alternatively:\nSlice off both ends, where the kiwi was attached to its vine, and hold the kiwi in one hand. With your other hand, insert the tip of your spoon between the flesh and skin along your cut. Press the spoon deeper into the flesh and twist the kiwi around in your hand. Remove the flesh and cut it into slices.', 'Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.', ""How to Cut a Kiwi\n1. With the Skin On\n1.1 The fruit should be a brown-green color and have short, fuzzy hairs. Hold it in your palm and give it a light squeeze to feel whether the kiwifruit is soft. If it's too soft, it might have gone bad. Try to pick a medium soft kiwifruit as it will be just right to eat straight away.\n1.2 Washing the kiwifruit ensures that any possible contaminants on the skin, such as bacteria, are not transferred to the fruit itself. This way you will not get sick.""]"
"When peeling a kiwi, what tool should be used?","A serrated knife, vegetable peeler, or spoon.","[""How to Peel a Kiwi\n1. Using a Serrated Knife or Vegetable Peeler\n1.1 \n1.2 Use your dominant hand to hold the peeler or knife.\n1.3 You may need to make a small nick in the skin to get a hold.\n1.4 Peel gently – don't cut deeply or you'll remove too much of the flesh of the fruit.\n1.5 \n2. Peeling kiwifruit with a spoon\n2.1 \n2.2 The back of the spoon should rest against the inside of the skin.\n2.3 When the spoon gets back to the starting point, the kiwifruit should pop out of the skin."", 'Halve kiwis crosswise.\nTo peel, use a small spoon to scoop out flesh from each in one piece.\nSlice into half-moons.\nAdd to bowl; toss gently to combine.\nServe in bowls.', '1.4 If you don’t like fruit skins, simply chop the kiwi in half. Treat each half as a readymade bowl and spoon yourself out some bite-size chunks. Alternatively:\nSlice off both ends, where the kiwi was attached to its vine, and hold the kiwi in one hand. With your other hand, insert the tip of your spoon between the flesh and skin along your cut. Press the spoon deeper into the flesh and twist the kiwi around in your hand. Remove the flesh and cut it into slices.']"
Is a Core an anatomical part of a kumquat?,No.,"['parts of the core left behind after the initial cut.', ""This is kagami-mochi, kind of.\n(Kagami mochi is a New Year's decoration.)\nThis is just the right size to top with a kumquat."", '2.7 Cut large kumquats in half horizontally. Scoop out the sour, juicy flesh with a narrow teaspoon or grapefruit spoon, and add it to smoothies, fruit salad or ice cream. Freeze the hollow rinds in airtight containers, then use the rinds to hold sorbet or other desserts. Alternatively, leave the flesh in the cut kumquats. Dip the ends in a beaten mix of egg white and honey, then in a mixture of raw sugar and cinnamon. Freeze and eat as a fancy dessert.\n2.8']"
Is a Shell an anatomical part of a kumquat?,No.   The context refers to shells as the external coverings of animals like crabs and prawns.,"['tail. If you get the urge to broaden your shell search, don’t go for the shells that are currently occupied by hermit crabs or other wildlife.', 'Shell and de-vein prawns.', 'might only find inedible things like shells or bones.']"
Is a Peel an anatomical part of a kumquat?,Yes.,"[""The peel will be glossy and radiant.\n(If you simmer until the kumquats have almost completely disintegrated, it becomes jam.)\nStoring options: Pack them in jars and store in the refrigerator.\nSeefor instructions.\nStoring options: Pack in to ziplock bags and freezer.\nLet it defrost naturally in the refrigerator before using.\nBonus Kumquats are packed with vitamin C, so it's said that they help to prevent colds, recover from fatigue, and clear your complexion.\nIt's something we should eat more."", 'Take the stem ends off the kumquats, and wash each one carefully.\nPut the kumquats in a sauce pan or medium-sized pot with lots of water.\nSome time after the water comes to a boil, the skins will start to split.\nDrain the kumquats and wash in lots of water.\nStrain in a colander.\nRemove the insides of the fruit from the peel, and finely julienne the peel.\nYour knife will slip easily so be careful!\nRemove the seeds from the insides, and finely chop up the rest (the seeds are not used).', 'Place kumquat peels in a sauce pan and cover with water; bring to a boil, drain.\nCover with water and boil again.\nMix sugar and 1/4 cup water in a separate sauce pan and bring to a boil; add peels, lower heat to medium-low, and cook at a simmer for 10 minutes.\nTransfer peels to waxed paper and allow to dry, 8 hours or overnight.']"
"What is the edibility of a kumquat's Peel - can it be eaten, should it be avoided or must it be avoided?",The peel of a kumquat is edible.,"[""How to Eat a Kumquat\n1. Eating a Kumquat\n1.1 Ripe kumquats range from bright orange to yellow-orange. Stay away from greenish, unripe fruits. The skin should be nice and firm, free of blemishes or shriveled areas.\n1.2 No matter where you got the kumquat, rub the peel under cool, running water. Since the peel is edible, you don't want any traces of pesticides or dirt on the surface. Pat the fruit dry with a paper towel."", ""The peel will be glossy and radiant.\n(If you simmer until the kumquats have almost completely disintegrated, it becomes jam.)\nStoring options: Pack them in jars and store in the refrigerator.\nSeefor instructions.\nStoring options: Pack in to ziplock bags and freezer.\nLet it defrost naturally in the refrigerator before using.\nBonus Kumquats are packed with vitamin C, so it's said that they help to prevent colds, recover from fatigue, and clear your complexion.\nIt's something we should eat more."", 'Place kumquat peels in a sauce pan and cover with water; bring to a boil, drain.\nCover with water and boil again.\nMix sugar and 1/4 cup water in a separate sauce pan and bring to a boil; add peels, lower heat to medium-low, and cook at a simmer for 10 minutes.\nTransfer peels to waxed paper and allow to dry, 8 hours or overnight.']"
Is a Stem an anatomical part of a kumquat?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'a long stem with a cup that is shaped like an upside down triangle.', 'the trunk or main stem by cutting at a 45-degree angle. These larger grafts will be layered against the root plant, which is the half of the plant that is already planted, after making a 45-degree cut. Wrap the 2 cuts together and tie the branches tight. This process is harder to perform, but will generally yield strong results if done correctly. In grafting terms, this portion of the plant is known as the scion. The buds are the knotty, round bumps on the branch. It does not generally matter']"
"When cutting a kumquat, what tool should be used?",A sharp gardening knife or saw.,"['2. Taking Cuttings from an Existing Tree\n2.1 Use a sharp and clean gardening knife or a saw to remove a branch from a kumquat tree. Make your cut at a 45-degree angle to prevent the tree from getting any diseases. Ensure your cutting has 3 nodes, the knobby areas on the stem where the leaves grow. Take multiple cuttings to ensure that one of them will take root and grow into a tree. Disinfect your cutting tools with rubbing alcohol or diluted bleach before and after making the cut.', '2.3 Make a small hole in a potting medium or equal parts soil, sand, and compost with your finger or the end of a pencil. Place the cutting in the hole you’ve made and firm up the soil so it can stand on its own. Make sure the soil is damp to the touch, but not completely wet. Don’t let the soil dry out completely. It will take several weeks for the roots to establish before you move the plant outdoors or into direct sunlight.\n3. Caring for a Kumquat Tree', '2.7 Cut large kumquats in half horizontally. Scoop out the sour, juicy flesh with a narrow teaspoon or grapefruit spoon, and add it to smoothies, fruit salad or ice cream. Freeze the hollow rinds in airtight containers, then use the rinds to hold sorbet or other desserts. Alternatively, leave the flesh in the cut kumquats. Dip the ends in a beaten mix of egg white and honey, then in a mixture of raw sugar and cinnamon. Freeze and eat as a fancy dessert.\n2.8']"
"When peeling a kumquat, what tool should be used?",Knife,"['Place kumquat peels in a sauce pan and cover with water; bring to a boil, drain.\nCover with water and boil again.\nMix sugar and 1/4 cup water in a separate sauce pan and bring to a boil; add peels, lower heat to medium-low, and cook at a simmer for 10 minutes.\nTransfer peels to waxed paper and allow to dry, 8 hours or overnight.', 'Take the stem ends off the kumquats, and wash each one carefully.\nPut the kumquats in a sauce pan or medium-sized pot with lots of water.\nSome time after the water comes to a boil, the skins will start to split.\nDrain the kumquats and wash in lots of water.\nStrain in a colander.\nRemove the insides of the fruit from the peel, and finely julienne the peel.\nYour knife will slip easily so be careful!\nRemove the seeds from the insides, and finely chop up the rest (the seeds are not used).', ""Wash the kumquats well and take off the stem ends.\nWeigh the kumquats at this point.\nBased on that number, weigh the sugar and water out too.\nCut the kumquats in half, and take out any seeds.\nPut the kumquats, sugar and water in a pan, and start cooking over high heat.\nWhen it comes to a boil turn the heat down to low.\nSimmer while skimming off the scum and stirring occasionally.\nWhen the liquid has reduced to the stage you like, it's done!\nThe peel will be glossy and radiant.""]"
Is a Core an anatomical part of a lemon?,"No. The context refers to the membrane, not a core.","['2. Creating Simple Preserved Lemons', 'the lemon further, though. The idea here is to expose as much of the membrane as possible. When people cut a lemon horizontally, they end up trapping a lot of the juice near the stems.', 'it’s on its side, after you remove the “top” and “tail.” Then proceed with each lemon half as described below, as if they are whole lemons.']"
Is a Shell an anatomical part of a lemon?,"No. The context refers to the ""top"" and ""tail"" of a lemon, which are not anatomical parts but rather ends of the fruit.","['2. Creating Simple Preserved Lemons', 'it’s on its side, after you remove the “top” and “tail.” Then proceed with each lemon half as described below, as if they are whole lemons.', 'the lemon further, though. The idea here is to expose as much of the membrane as possible. When people cut a lemon horizontally, they end up trapping a lot of the juice near the stems.']"
Is a Peel an anatomical part of a lemon?,Yes.,"['the skin from something. You might just want a lemon peel, for example.', 'may be more knobby and thus harder to peel. Take extra care when dealing with lemons that have uneven skin.', '2. Creating Simple Preserved Lemons']"
"What is the edibility of a lemon's Peel - can it be eaten, should it be avoided or must it be avoided?",Lemon peel can be eaten.,"[""If you add some lemon juice (2 lemons worth, not listed) at this time, the peel will become very lemony.\nThey'll become shiny and translucent.\nLine the peel on a sheet of kitchen parchment paper and leave them to dry.\nOptionally dust with more granulated sugar (not included in the ingredient list) and they are done.\nYou can also dry them out for 20 minutes or so at 140C in the oven.\nThe peel will be plump and thick."", 'may be more knobby and thus harder to peel. Take extra care when dealing with lemons that have uneven skin.', ""Since the peel is preserved too, it's best to use organic, pesticide-free, unwaxed lemons.\nWash the lemons well, and cut up in any way you like.\nStuff the lemons in a jar with a lid.\nAdd the amount of salt and sugar appropriate for the number of lemons you are preserving.\nClose the lid and leave the jar out at room temperature.\nA metal lid will become corroded by the salt, so put a piece of plastic wrap over the jar before closing the lid.""]"
Is a Stem an anatomical part of a lemon?,Yes.,"['the lemon further, though. The idea here is to expose as much of the membrane as possible. When people cut a lemon horizontally, they end up trapping a lot of the juice near the stems.', 'stem, which is located in amongst the foliage, or leaves.', '2. Creating Simple Preserved Lemons']"
"When cutting a lemon, what tool should be used?",A paring knife.,"[""4. Zesting with a Paring Knife\n4.1 The paring knife is probably the most difficult tool for this job, but it has its benefits. You don't have to clog your kitchen with a one-use tool, and a sharp knife makes clean, dry cuts compared to the wet, sticky clumps other methods can produce. Keep reading to learn the technique.\n4.2 After washing the lemon, cut off both ends where they begin to taper. Rest a cut surface flat on the cutting board."", 'How to Cut a Lemon\n1. Making Lemon Wedges', 'How to Cut a Lemon Half with a Knot']"
"When peeling a lemon, what tool should be used?",A peeler.,"['Use the skin only, discarding the flesh.\nIn a small saucepan, cover the lemon peel with cold water, bring to a boil over high heat, and boil 30 seconds.\nDrain and rinse in cold water.\nCut into desired size.', 'Make incisions in lemon peel at 1-inch intervals ?\ndo not cut into flesh.\nPlace lemons in heavily salted water, to cover, in stainless pot and bring to a boil.\nReduce heat and simmer until peel is soft.\nDrain and save cooking liquid.\nPut blanched lemons into canning jars or ceramic containers.\nCover with cooling liquid and lemon juice, if necessary.\nTo each 2 quart (or larger) jar add cinnamon sticks, coriander seed, black peppercorns, cloves and bay leaves.', ""Since the peel is preserved too, it's best to use organic, pesticide-free, unwaxed lemons.\nWash the lemons well, and cut up in any way you like.\nStuff the lemons in a jar with a lid.\nAdd the amount of salt and sugar appropriate for the number of lemons you are preserving.\nClose the lid and leave the jar out at room temperature.\nA metal lid will become corroded by the salt, so put a piece of plastic wrap over the jar before closing the lid.""]"
Is a Core an anatomical part of a lime?,"No.   The provided context defines a core as a part of a pear, not a lime.","['source of fibre, potassium, and folic acid. Limes have high amounts of vitamin C.', 'The lime camouflages the tomato and avocado enough so that my children will eat these healthy vegetables.', '1.6 The core is a small round area in the middle of the fullest part of the pear, and it contains the seeds. It will have a slightly different texture if you touch the pear’s flesh, and it may look slightly more matte, while the rest of the pear will appear more juicy. Discard the core that you remove from the pear. If you’re serving pear halves, the hole left by the core is perfect for filling with caramel, cheese, or whipped cream.']"
Is a Shell an anatomical part of a lime?,"No.   The context refers to the shell of prawns, not limes.","['Shell and de-vein prawns.', 'Technically you can eat the shell, but it’s not great for digestion and might be contaminated with pesticides.', 'source of fibre, potassium, and folic acid. Limes have high amounts of vitamin C.']"
Is a Peel an anatomical part of a lime?,Yes.,"[""3.5 Pull the peeler or knife toward you, pressing lightly into the lime's skin. Ideally, only remove the colored zest portion of the peel, not the white pith underneath. However, press deeper into the pith if it helps keep the knife steady and controlled."", ""1.3 On a clean cutting board, place each half of your lime so that the flesh is toward the board and the rind is facing you. This gives you better grip as you cut and produces more even wedges.\n1.4 You don't want to cut around the width of the fruit. Instead, slice it in half between the pointy ends you just removed."", 'source of fibre, potassium, and folic acid. Limes have high amounts of vitamin C.']"
"What is the edibility of a lime's Peel - can it be eaten, should it be avoided or must it be avoided?","The context suggests the lime peel zest is edible, but the white pith underneath should be avoided.","[""1.2 Use a small, sharp knife like a paring knife or a utility knife to cut the tip off both ends of your lime. The lime should be able to sit flat if you stand it up on either end. Don't cut deep enough that you expose the flesh of the time. You should just take off the excess, raised peel at either end of the lime."", ""3.5 Pull the peeler or knife toward you, pressing lightly into the lime's skin. Ideally, only remove the colored zest portion of the peel, not the white pith underneath. However, press deeper into the pith if it helps keep the knife steady and controlled."", 'Eat by biting into the lime.\nStore in an airtight container lined with parchment paper in a cool, dry place for up to 2 months.']"
Is a Stem an anatomical part of a lime?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', '2.1 Make a lengthwise cut through the lime just to the side of the stem. Set the smaller piece aside. Lay the larger piece on its rind and make another lengthwise cut through the lime just to the side of the stem. Repeat on the opposite side, then flip the lime a quarter turn and make another lengthwise cut through the lime just to the side of the stem. You should have one rectangular core piece and four oval-ish pieces of lime. To prevent accidents, practice safe knife skills in the kitchen.', 'stems and is somewhat aromatic, especially after its leaves are cut or crushed.']"
"When cutting a lime, what tool should be used?","A small, sharp knife like a paring knife or a utility knife.","[""How to Cut Limes\n1. Dividing a Lime into Wedges\n1.1 Before you cut your lime, remove any stickers on the outside peel. Then, give your lime a 5-10 second rinse in hot water and dry it off completely. This ensures that you have a clean lime for garnishing your drink or plate. Some people scrub their limes with a brush when rinsing them. This isn't necessary, but it can be helpful if your limes have dirt and debris on them, like those picked straight from the tree."", '3.3 Set a clean cutting board on a stable surface. Place the lime on top of the cutting board and hold it firmly in place near the base. If you are right-handed, hold the lime with your left hand. If you are left-handed, hold it with your right hand.\n3.4 Hold the peeler or knife against the top of the lime, with the blade facing you. Do not try to point the blade away from you, as zesting this way provides less control and increases the odds of cutting yourself.', ""1.2 Use a small, sharp knife like a paring knife or a utility knife to cut the tip off both ends of your lime. The lime should be able to sit flat if you stand it up on either end. Don't cut deep enough that you expose the flesh of the time. You should just take off the excess, raised peel at either end of the lime.""]"
"When peeling a lime, what tool should be used?",A peeler or a sharp knife.,"[""3.5 Pull the peeler or knife toward you, pressing lightly into the lime's skin. Ideally, only remove the colored zest portion of the peel, not the white pith underneath. However, press deeper into the pith if it helps keep the knife steady and controlled."", '3.2 To get the best peel for a twist, position a channel knife at the pointy end of your lime. Run the knife down the length of your lime to the other point end. Then, pluck the peel from the lime. Channel knives create deep, clean cuts on citrus peels. You can find these at most kitchen stores and major online retailers.', ""1.2 Use a small, sharp knife like a paring knife or a utility knife to cut the tip off both ends of your lime. The lime should be able to sit flat if you stand it up on either end. Don't cut deep enough that you expose the flesh of the time. You should just take off the excess, raised peel at either end of the lime.""]"
Is a Core an anatomical part of an olive?,"No.   The context discusses olives as a food item, not their anatomy.","['If desired, diced olives could also be added.', 'Scatter olives and parsley leaves on top.', ""I think the olives are optional, mostly because I don't like them and I find people around here don't like them either.""]"
"What is the edibility of an olive's Core - can it be eaten, should it be avoided or must it be avoided?",Olive cores should be avoided.,"['in mind, you cannot eat olives directly off a tree. Most have to be brined, meaning they are soaked in salt water, before they can be consumed.', 'Add salt to taste.\nThe amount will depend on the saltiness of the olives.', ""I think the olives are optional, mostly because I don't like them and I find people around here don't like them either.""]"
Is a Shell an anatomical part of an olive?,"No.   The context refers to an avocado shell, not an olive shell.","['the avocado half. If a piece of shell falls into the egg, simply use the shell to scoop it out.', 'How to Eat Olives\n1. Eating Olives with Pits', 'Decorate with sliced stuffed olives, if desired.']"
Is a Peel an anatomical part of an olive?,"No. The context refers to olives as a food item, implying they are already prepared and the peel is removed.","['Scatter olives and parsley leaves on top.', 'If desired, diced olives could also be added.', ""I think the olives are optional, mostly because I don't like them and I find people around here don't like them either.""]"
Is a Stem an anatomical part of an olive?,Yes.,"['stem, which is located in amongst the foliage, or leaves.', 'How to Draw an Olive Tree', 'and arranged in a whorl at the axils of the leaves at the stem.']"
"When cutting an olive, what tool should be used?",A knife.,"['1.2 Make sure that they are as unbruised as possible. Look for holes left by insects or birds. If the olives were treated with chemicals, rinse them off before you begin the brining process.', 'How to Harvest Olives', 'Use nicoise olives if you can find them, but any briny black olive will do (large ones can be coarsely chopped, if you like).']"
Is a Core an anatomical part of an orange?,No.   The context describes removing the core as part of preparing an orange.,"['Over a small bowl, supreme the blood oranges: Start by removing the top and bottom of the oranges, then place one of the flat ends of the orange on your cutting board and cut the skin off the outside while preserving the round shape.\nBe sure to remove all of the white pith.\nPick the orange up and cut each section out of the orange in between the membranes.\nYou will have lovely tender sections of the orange without any of the white membranes.\nYou will be left with a ""skeleton"" of the orange.', 'orange. Also, sometimes the hourglass shape may be a single triangle or dot.', 'Orange. Orange pertains to reproductive organs and emotions. Looked at positively, it indicates energy and stamina, creativity, productivity, adventurousness, courage or an outgoing social nature. Looked at negatively, it can speak to current stress related to appetites and']"
