question,model_answer,context
"What is the edibility of a citron's Peel - can it be eaten, should it be avoided or must it be avoided?",The provided text doesn't mention the edibility of citron peel.,"[""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""When it comes to this, there's a couple of ways you can do this. You can cut this in half, and usually the peel will just come right off, and this is, you can dice that, put it in a salad. \nYou can also get a paring knife and do the crosshatch method if you're gonna make guacamole. \nPut the knife in one way, go the other way, and then usually what I do is I just give it a squeeze and it pops right out."", ""Bitter melon, bitter melon is a member of the watermelon family. It can be eaten in a variety of ways. You don't need to peel it. You do need to take out the seeds though.\nSo I would cut it longways like this and take out these seeds by scraping with a spoon, just like you would, say, a squash. Say you were to saute it you could cut it on an angle like this.""]"
Is a Stem an anatomical part of a citron?,Yes.,"[""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli."", ""If you wanna use your stems get them together and just cut straight across and use this when you're cooking carrots and celery for a soup. [knife tapping against wooden board] Like that."", ""- [Audience] Pumpkin. \n- So, this is a pumpkin. This is classically what people use for jack-o-lanterns. I'm just gonna whack this sucker in half, okay? \nI'm just gonna cut the stem right off, and then I'm just gonna cut it directly in half, and I'm gonna kinda do what I call the axe murderer on it.""]"
"When cutting a citron, what tool should be used?",A small chef knife.,"[""- [Audience] Honeydew. \n- This is a honeydew, and I'm gonna show you how to cut it. What I like to do with honeydews is square off the ends.\nRound things on cutting boards are dangerous and you cut your fingers a lot, and then I use a small chef knife, and I use that with a little slight sawing motion, and then we cut it in half."", ""You can slide it, cut it into large dice, and that's how you cut a papaya."", ""If you wanna use your stems get them together and just cut straight across and use this when you're cooking carrots and celery for a soup. [knife tapping against wooden board] Like that.""]"
"When peeling a citron, what tool should be used?",A peeler.,"[""Turnip, turnip can be used in all the ways you would a parsnip, a carrot, even a potato. Although it has a little bit more of a pungent flavor and a lot of people don't love it.\nIt does need to be peeled. [peeler grinding on turnip] I would take off the end, cut it in half and then I would cut it like this into sort of wedges and then into odd shapes.\nOr you could cut it into sort of wedge-type pieces like that. That's a turnip."", ""When it comes to this, there's a couple of ways you can do this. You can cut this in half, and usually the peel will just come right off, and this is, you can dice that, put it in a salad. \nYou can also get a paring knife and do the crosshatch method if you're gonna make guacamole. \nPut the knife in one way, go the other way, and then usually what I do is I just give it a squeeze and it pops right out."", '[knife tapping against wooden board] If you wanna just, say, saute it with vegetables, similar shape.']"
Is a Core an anatomical part of a coconut?,No.,"[""- [Audience] Prickly pear. \n- This is a prickly pear. A prickly pear is basically the fruit from the top of a cactus. \nAll you really need to do is cut off both ends. \nIt's got a beautiful flesh on the inside, and you make a little incision, and the skin should peel right away, and you get this beautiful, beautiful piece of fruit. \nMost people just eat this whole, like this, but you can slice it, and that is prickly pair. \n \n- [Audience] Starfruit."", ""Once I get about to here, I'm gonna take my paper towel and put the mango in the paper towel so it doesn't slip and I don't cut myself with the peeler. \nGet all the peel off, and you'll see that if I lay it flat, it's kind of fat, and I wanna do it on the skinny side, so you'll see it's skinny, the seed runs this way with the mango. \nSo I'll take the mango, stand it up, go about a third of the way in and slice, one lobe falls off, the other lobe falls off."", ""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli.""]"
Is a Shell an anatomical part of a coconut?,"No. 

The provided text discusses various fruits and vegetables but does not mention coconuts or their shells.","[""They are a squash family member similar to a zucchini, very mild tasting. You can eat the skin. You need to take out the seeds though. We used to just eat it steamed and we would just cut it like this. \n[knife tapping against wooden board] And you could also do that to roast. It's a very mild taste sort of, [crunchy chewing] it's like a cucumber and zucchini kind of mix 'cause it's crunchy like it's a cucumber but very mild like a zucchini, yeah. [crunchy chewing]"", ""- [Audience] Prickly pear. \n- This is a prickly pear. A prickly pear is basically the fruit from the top of a cactus. \nAll you really need to do is cut off both ends. \nIt's got a beautiful flesh on the inside, and you make a little incision, and the skin should peel right away, and you get this beautiful, beautiful piece of fruit. \nMost people just eat this whole, like this, but you can slice it, and that is prickly pair. \n \n- [Audience] Starfruit."", ""Then for the neck part take off the end and cut it down the middle. Cut it in, like that, and then do the same. You just it the same size. \n \nKabocha squash, kabocha squash is one of the most densest and sweetest tasting squashes you can buy. Their flesh is so good in soups, stews or steaming because it's so moist and creamy.""]"
"What is the edibility of a coconut's Shell - can it be eaten, should it be avoided or must it be avoided?",The provided text does not contain information about the edibility of a coconut shell.,"[""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""- [Audience] Prickly pear. \n- This is a prickly pear. A prickly pear is basically the fruit from the top of a cactus. \nAll you really need to do is cut off both ends. \nIt's got a beautiful flesh on the inside, and you make a little incision, and the skin should peel right away, and you get this beautiful, beautiful piece of fruit. \nMost people just eat this whole, like this, but you can slice it, and that is prickly pair. \n \n- [Audience] Starfruit."", ""They are a squash family member similar to a zucchini, very mild tasting. You can eat the skin. You need to take out the seeds though. We used to just eat it steamed and we would just cut it like this. \n[knife tapping against wooden board] And you could also do that to roast. It's a very mild taste sort of, [crunchy chewing] it's like a cucumber and zucchini kind of mix 'cause it's crunchy like it's a cucumber but very mild like a zucchini, yeah. [crunchy chewing]""]"
Is a Peel an anatomical part of a coconut?,"No. The context discusses peeling quince, prickly pear, and taro root, but not coconuts.","[""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""- [Audience] Prickly pear. \n- This is a prickly pear. A prickly pear is basically the fruit from the top of a cactus. \nAll you really need to do is cut off both ends. \nIt's got a beautiful flesh on the inside, and you make a little incision, and the skin should peel right away, and you get this beautiful, beautiful piece of fruit. \nMost people just eat this whole, like this, but you can slice it, and that is prickly pair. \n \n- [Audience] Starfruit."", ""Taro, taro root is a starchy root vegetable. This is what it looks like on the inside. It needs to be peeled and then thinly shaved before it's fried into chips. It can be made into fritters.\nIt can be cooked with coconut milk and mashed. So to peel it you can use a peeler like this. [peeler grinding against taro] But it gets stuck in your peeler because it's so fibrous. So cutting as little of the flesh as possible.""]"
Is a Stem an anatomical part of a coconut?,"No. The context refers to the stems of broccoli and longan fruit, not coconuts.","[""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli."", ""- [Audience] Longan. \n- This is a longan fruit, or a longan. They grow on trees, obviously, they got the stems there, and it's a close cousin of lychee fruit. \nReally, all you wanna do is kind of pierce the skin. You can just kind of crack it, and then open it up, it kind of just squeezes out into your hand."", ""If you wanna use your stems get them together and just cut straight across and use this when you're cooking carrots and celery for a soup. [knife tapping against wooden board] Like that.""]"
"When cutting a coconut, what tool should be used?",A sharp knife.,"[""You can slide it, cut it into large dice, and that's how you cut a papaya."", '[knife tapping against wooden board] If you wanna just, say, saute it with vegetables, similar shape.', ""You can leave the skin on if you're steaming or roasting. And if you've got a really sharp knife, now it's more manageable. You can kind of do this action to go through, and I think the nicest way to cut it is in wedges like this. \nThat is a kabocha. [dramatic upbeat music and drum roll]""]"
"When peeling a coconut, what tool should be used?",A paring knife.,"[""When it comes to this, there's a couple of ways you can do this. You can cut this in half, and usually the peel will just come right off, and this is, you can dice that, put it in a salad. \nYou can also get a paring knife and do the crosshatch method if you're gonna make guacamole. \nPut the knife in one way, go the other way, and then usually what I do is I just give it a squeeze and it pops right out."", ""Turnip, turnip can be used in all the ways you would a parsnip, a carrot, even a potato. Although it has a little bit more of a pungent flavor and a lot of people don't love it.\nIt does need to be peeled. [peeler grinding on turnip] I would take off the end, cut it in half and then I would cut it like this into sort of wedges and then into odd shapes.\nOr you could cut it into sort of wedge-type pieces like that. That's a turnip."", ""Taro, taro root is a starchy root vegetable. This is what it looks like on the inside. It needs to be peeled and then thinly shaved before it's fried into chips. It can be made into fritters.\nIt can be cooked with coconut milk and mashed. So to peel it you can use a peeler like this. [peeler grinding against taro] But it gets stuck in your peeler because it's so fibrous. So cutting as little of the flesh as possible.""]"
Is a Core an anatomical part of a cucumber?,"No. 

The context mentions removing the core from cabbage and using the carrot core in soup, but not from cucumbers.","[""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]"", 'Cabbage, cabbage is also a member of the cruciferous family with broccoli and cauliflower. I like to take off the tougher leaves off the outside. Then I cut off the end just to make it flat and then cut it in half. \nAnd look how beautiful. If I was to roast it I would cut it in half again, take out the core and then cut it in like two to three-inch pieces. The other way to do it is to thinly slice and just shave it like this.', ""The other thing I like to do with a carrot is shave it with a peeler and create ribbons with is also a nice way to add it to a salad rather than grating it. \nYou can take off the outer skin if you want or you can just scrub it. And then you could use the inner core in a soup. And yeah, don't waste this either, juice it if you juice or chop it up for your base of your soup. \n[knife tapping against wooden board] Carrots.""]"
Is a Shell an anatomical part of a cucumber?,No.,"[""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]"", ""- [Audience] Medium fruits. \n[audience cheering] \nPepino melon. \n- This is a pepino melon. When I hear pepino, I think cucumber because pepino is how you say cucumber in Spanish. \nSo, we crack it open, oh, look at that. I'm gonna give it a whiff. \n[Frank sniffing] \nUm... \n[Frank sniffing] \nSmells like a cross between a cucumber and a melon. Let me cut this in half."", ""They are a squash family member similar to a zucchini, very mild tasting. You can eat the skin. You need to take out the seeds though. We used to just eat it steamed and we would just cut it like this. \n[knife tapping against wooden board] And you could also do that to roast. It's a very mild taste sort of, [crunchy chewing] it's like a cucumber and zucchini kind of mix 'cause it's crunchy like it's a cucumber but very mild like a zucchini, yeah. [crunchy chewing]""]"
Is a Peel an anatomical part of a cucumber?,"No. 

The context discusses peeling the skin of a chayote and quince, but not a cucumber.","[""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]"", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli.""]"
"What is the edibility of a cucumber's Peel - can it be eaten, should it be avoided or must it be avoided?",Cucumber peels are edible.,"[""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]"", ""I'm gonna cut this in half, but look at that, looks like sesame seeds. \nKind of reminds me of cucumbers a little. That's a dragon fruit. \n \n- [Audience] Avocado. \n- This is an avocado. This, I cut in my hand. I take my chef knife, I'm gonna just cut, and instead of moving the knife, I move the avocado. \nI just roll my avocado, leave the knife stationary, okay, twist, beautiful,that one's perfectly ripe. \nThis is where people get stabbed and cut, and they make specialty knives for this.""]"
Is a Stem an anatomical part of a cucumber?,No.,"[""If you wanna use your stems get them together and just cut straight across and use this when you're cooking carrots and celery for a soup. [knife tapping against wooden board] Like that."", ""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli."", ""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]""]"
"What is the edibility of a cucumber's Stem - can it be eaten, should it be avoided or must it be avoided?",The provided text doesn't mention the edibility of cucumber stems.,"[""You can treat it the same way as you would kale or collard greens and I don't really bother taking out the stems if I'm cooking it. Just take off the bottom and then slice it straight across the leaf. \nIf you've got an unwieldy bunch just stack it. It's not very fussy because you're just gonna saute and you're gonna keep cooking until it's wilted down. It does turn a bit brown but it really will mellow out the flavor."", ""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]"", ""Celery, this is how I'd prep a celery. I'd break off each stem that I need like this. [celery cracking open] The inner ones are much more tender and the leaves can be used as well.\nThey're actually really good in stock. If I was to add it to a salad, cut the bottom off on an angle like this and either cut it really thinly [knife tapping against wooden board] or shave it on a mandolin. [celery grinding on mandolin]""]"
"When cutting a cucumber, what tool should be used?",A knife.,"[""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]"", ""If you wanna use your stems get them together and just cut straight across and use this when you're cooking carrots and celery for a soup. [knife tapping against wooden board] Like that."", ""You can slide it, cut it into large dice, and that's how you cut a papaya.""]"
"When peeling a cucumber, what tool should be used?",A paring knife.,"[""When it comes to this, there's a couple of ways you can do this. You can cut this in half, and usually the peel will just come right off, and this is, you can dice that, put it in a salad. \nYou can also get a paring knife and do the crosshatch method if you're gonna make guacamole. \nPut the knife in one way, go the other way, and then usually what I do is I just give it a squeeze and it pops right out."", ""Cucumber, cucumbers are very versatile. They are absolutely delicious just sliced as they come. You can cut them on a mandolin like this very thinly and use that as a pickle. \nIt can be cut into large slices like this and used as a crudite, thinly sliced as a sandwich, cut into rounds, that's a cucumber. \n \nChayote, in Australia we call these chokos. [ping]"", ""The other thing I like to do with a carrot is shave it with a peeler and create ribbons with is also a nice way to add it to a salad rather than grating it. \nYou can take off the outer skin if you want or you can just scrub it. And then you could use the inner core in a soup. And yeah, don't waste this either, juice it if you juice or chop it up for your base of your soup. \n[knife tapping against wooden board] Carrots.""]"
Is a Core an anatomical part of a kiwi?,"No. 

The context discusses edible plants and their preparation.  There is no mention of kiwis as birds.","[""- [Audience] Kiwi berry.  \n- These are kiwi berries. They are adorable. \n- [Audience] Awe. \n- What we're gonna do with kiwi berries is just take the little stem off, right in your mouth, and we're gonna cut one open, and look how beautiful that is. \n- Ooh!\n- There's not much you have to do with them, cut them, serve them. Kiwi berries, delicious, and adorable. \n \n- [Audience] Longan."", ""Snap pea, a snap pea is like a pea except that you can eat the whole thing, they're delicious. You can leave them whole, steam, saute or you could make them look fancy by cutting it on an angle like that and it looks really pretty. Wakame, wakame is a sea vegetable that you purchase dried. \nYou need to soak it and then drain it. So what I'm gonna do is just cut it into manageable size like this and then I'm just gonna slice down each side of the stem like that and take this out."", ""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli.""]"
Is a Shell an anatomical part of a kiwi?,No.,"[""Snap pea, a snap pea is like a pea except that you can eat the whole thing, they're delicious. You can leave them whole, steam, saute or you could make them look fancy by cutting it on an angle like that and it looks really pretty. Wakame, wakame is a sea vegetable that you purchase dried. \nYou need to soak it and then drain it. So what I'm gonna do is just cut it into manageable size like this and then I'm just gonna slice down each side of the stem like that and take this out."", ""- [Audience] Kiwi berry.  \n- These are kiwi berries. They are adorable. \n- [Audience] Awe. \n- What we're gonna do with kiwi berries is just take the little stem off, right in your mouth, and we're gonna cut one open, and look how beautiful that is. \n- Ooh!\n- There's not much you have to do with them, cut them, serve them. Kiwi berries, delicious, and adorable. \n \n- [Audience] Longan."", ""They are a squash family member similar to a zucchini, very mild tasting. You can eat the skin. You need to take out the seeds though. We used to just eat it steamed and we would just cut it like this. \n[knife tapping against wooden board] And you could also do that to roast. It's a very mild taste sort of, [crunchy chewing] it's like a cucumber and zucchini kind of mix 'cause it's crunchy like it's a cucumber but very mild like a zucchini, yeah. [crunchy chewing]""]"
Is a Peel an anatomical part of a kiwi?,"No. 

The context describes kiwi berries as having a stem that is removed, implying the skin is eaten.","[""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""- [Audience] Kiwi berry.  \n- These are kiwi berries. They are adorable. \n- [Audience] Awe. \n- What we're gonna do with kiwi berries is just take the little stem off, right in your mouth, and we're gonna cut one open, and look how beautiful that is. \n- Ooh!\n- There's not much you have to do with them, cut them, serve them. Kiwi berries, delicious, and adorable. \n \n- [Audience] Longan."", ""- [Audience] Longan. \n- This is a longan fruit, or a longan. They grow on trees, obviously, they got the stems there, and it's a close cousin of lychee fruit. \nReally, all you wanna do is kind of pierce the skin. You can just kind of crack it, and then open it up, it kind of just squeezes out into your hand.""]"
"What is the edibility of a kiwi's Peel - can it be eaten, should it be avoided or must it be avoided?",The provided text does not mention the edibility of kiwi peel.,"[""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""Bitter melon, bitter melon is a member of the watermelon family. It can be eaten in a variety of ways. You don't need to peel it. You do need to take out the seeds though.\nSo I would cut it longways like this and take out these seeds by scraping with a spoon, just like you would, say, a squash. Say you were to saute it you could cut it on an angle like this."", ""You're basically gonna pull this away and eat it, spit the seeds out and eat the flesh off of the skin, and that's pretty good. \n \n- [Audience] Apple. \n- This is an apple. Two pieces of equipment, I have a peeler and a knife. \nFirst thing I do is peel the apple. Take the top off with the peeler, in one round ring. \nTake the bottom off in a round ring, and then just take the skin off, okay? \nPeeled, cut my apple in quarters, and then I take the core out. \n \n- [Audience] Dragon fruit.""]"
Is a Stem an anatomical part of a kiwi?,Yes.,"[""- [Audience] Kiwi berry.  \n- These are kiwi berries. They are adorable. \n- [Audience] Awe. \n- What we're gonna do with kiwi berries is just take the little stem off, right in your mouth, and we're gonna cut one open, and look how beautiful that is. \n- Ooh!\n- There's not much you have to do with them, cut them, serve them. Kiwi berries, delicious, and adorable. \n \n- [Audience] Longan."", ""If you wanna use your stems get them together and just cut straight across and use this when you're cooking carrots and celery for a soup. [knife tapping against wooden board] Like that."", ""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli.""]"
"When cutting a kiwi, what tool should be used?",A small chef knife.,"[""- [Audience] Honeydew. \n- This is a honeydew, and I'm gonna show you how to cut it. What I like to do with honeydews is square off the ends.\nRound things on cutting boards are dangerous and you cut your fingers a lot, and then I use a small chef knife, and I use that with a little slight sawing motion, and then we cut it in half."", ""- [Audience] Kiwi berry.  \n- These are kiwi berries. They are adorable. \n- [Audience] Awe. \n- What we're gonna do with kiwi berries is just take the little stem off, right in your mouth, and we're gonna cut one open, and look how beautiful that is. \n- Ooh!\n- There's not much you have to do with them, cut them, serve them. Kiwi berries, delicious, and adorable. \n \n- [Audience] Longan."", ""Kombu, kombu is a sea vegetable. What you find in Asian markets is a much stiffer kombu that you can roll and thinly slice and it can be really cut in squares, triangles or these long, thin strips. For this one there's\nno stem end that I need to cut off so I'd probably just cut it into even pieces like this and stack them. And I could actually try rolling this to get it to be thin slices. [knife grinding on wooden board]""]"
"When peeling a kiwi, what tool should be used?",A peeler.,"[""Turnip, turnip can be used in all the ways you would a parsnip, a carrot, even a potato. Although it has a little bit more of a pungent flavor and a lot of people don't love it.\nIt does need to be peeled. [peeler grinding on turnip] I would take off the end, cut it in half and then I would cut it like this into sort of wedges and then into odd shapes.\nOr you could cut it into sort of wedge-type pieces like that. That's a turnip."", '[knife tapping against wooden board] If you wanna just, say, saute it with vegetables, similar shape.', ""Just the tip of the knife to score the skin. It's a little harder to get off than the yellow plantain, but if you get your hand under it, your finger under it, you peel it away. \nThe difference between this and a yellow plantain is sometimes the green plantain tends to oxidize.\nThe flesh is a lot firmer, you're not gonna eat this like this, it's probably not gonna be all that delicious.""]"
Is a Core an anatomical part of a kumquat?,"No. 

The context refers to removing the core from cabbage, not kumquat.","[""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli."", ""Then for the neck part take off the end and cut it down the middle. Cut it in, like that, and then do the same. You just it the same size. \n \nKabocha squash, kabocha squash is one of the most densest and sweetest tasting squashes you can buy. Their flesh is so good in soups, stews or steaming because it's so moist and creamy."", 'Cabbage, cabbage is also a member of the cruciferous family with broccoli and cauliflower. I like to take off the tougher leaves off the outside. Then I cut off the end just to make it flat and then cut it in half. \nAnd look how beautiful. If I was to roast it I would cut it in half again, take out the core and then cut it in like two to three-inch pieces. The other way to do it is to thinly slice and just shave it like this.']"
Is a Shell an anatomical part of a kumquat?,No.,"[""Then for the neck part take off the end and cut it down the middle. Cut it in, like that, and then do the same. You just it the same size. \n \nKabocha squash, kabocha squash is one of the most densest and sweetest tasting squashes you can buy. Their flesh is so good in soups, stews or steaming because it's so moist and creamy."", ""Snap pea, a snap pea is like a pea except that you can eat the whole thing, they're delicious. You can leave them whole, steam, saute or you could make them look fancy by cutting it on an angle like that and it looks really pretty. Wakame, wakame is a sea vegetable that you purchase dried. \nYou need to soak it and then drain it. So what I'm gonna do is just cut it into manageable size like this and then I'm just gonna slice down each side of the stem like that and take this out."", ""Clingstone, you kind of have to cut away, and all I do is this, cut it in half with a paring knife, give it a twist, you see the pit comes out, and instead of kind of digging at that and stabbing myself, I'm gonna cut one more time, and pull this away, and then the pit just pulls away. \nPit goes in the garbage, and then you can slice this however you want. \nIf you're gonna do a tart, you can just slice, or you can just eat it out of hand. \n \n- [Audience] Pomegranate.""]"
Is a Peel an anatomical part of a kumquat?,"No. 

The context discusses peeling fruits and vegetables like quince and cantaloupe, but not kumquats.","[""So that's the florets. And then the way to use the stem is you need to cut off the sides or the skin and it's hard to do with a peeler. And you kind of need to take off 'cause it's very tough.\nSo you can see it's kind of woody and fibrous. And the inside is delicious cause it's very tender and it can be also just steamed or sauteed and cut into any size that you'd like. \nAnd you could actually eat this raw, it's really delicious. [knife tapping against wooden board] And that's broccoli."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""- [Audience] Cantaloupe. \n- This is a cantaloupe, and this is how you cut a cantaloupe. In a professional kitchen, you always want to get things flat. \nThis is round, it rolls around our board, so I'm gonna first do is cut our ends off, and then I'm gonna peel it with my knife. \nFollow the contour of the cantaloupe, get all the skin off. You don't want any of that green pith.""]"
"What is the edibility of a kumquat's Peel - can it be eaten, should it be avoided or must it be avoided?",The provided text does not contain information about kumquats.,"[""Bitter melon, bitter melon is a member of the watermelon family. It can be eaten in a variety of ways. You don't need to peel it. You do need to take out the seeds though.\nSo I would cut it longways like this and take out these seeds by scraping with a spoon, just like you would, say, a squash. Say you were to saute it you could cut it on an angle like this."", ""The skin kind of peels away really nice. I'm gonna take some of the seed pod out. It's got a nice, soft flesh, and exactly like it advertises, it tastes like a cross between a cucumber and a melon. \n \n- [Audience] Quince. \n- This is a quince, kinda looks like a cross between an apple and a pear. \nQuince needs to be processed before you actually eat it, and the way that I do that is I'm gonna cut off both ends and peel."", ""You can treat it the same way as you would kale or collard greens and I don't really bother taking out the stems if I'm cooking it. Just take off the bottom and then slice it straight across the leaf. \nIf you've got an unwieldy bunch just stack it. It's not very fussy because you're just gonna saute and you're gonna keep cooking until it's wilted down. It does turn a bit brown but it really will mellow out the flavor.""]"
